Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
com_send_data,'1692652413',com_get_node,'',com_send_cmd,'-2135294467 %4$#ukN9',set_state,'-1066155548230983057 3187505957962115628 139329198263730757746894933932162225111',obc_reset_wdt,'',0,8.946316957473755,444020.0,10656.0
eps_set_heater,'7379732240026095856 5511582673410572963',obc_reset_wdt,'',drp_set_deployed,'Fjn{%oj.)e',rw_get_speed,'',fp_show,'',0,6.928754806518555,444020.0,10688.0
com_send_data,'6614904082238405134',gssb_fss_commit_config,'',drp_test_system_vars,'',obc_update_tle,'',obc_update_status,'',0,10.794718265533447,444020.0,10620.0
gssb_unlock_config,'531841995206005730',gssb_fss_get_temp,'',gssb_get_temp,'',gssb_set_addr,'-5007996746912694652',drp_set_var,'4922544804058014585 7539604890005862194',0,7.126235485076904,444020.0,10936.0
com_send_tc,'%N7W ~',eps_update_status,'',obc_pwm_pwr,'-3929701911616742209',tm_send_from,'8896159922912034567 4220965744134234813 -271189183503684274906243431441955338392',gssb_select,'!XYAR\',0,7.123244524002075,444020.0,10960.0
tm_parse_status,'',gssb_arm_auto,'-3517143223531911886',set_state,'17569613021331374342 16541471130658086202 1r{-cHPG',obc_pwm_pwr,'720071327',init_dummy_sensor,'',0,8.340501070022583,444020.0,10692.0
obc_set_pwm_duty,'~dyT -884516747',tm_parse_status,'',set_state,'15026718031491700316 -4667713656620497089 -1436711741637766881',drp_test_system_vars,'',tm_send_from,"'7555574861028766245 F),_U -2016732967'",0,10.837967872619629,444020.0,10652.0
gssb_get_temp_int,'',com_get_node,'',obc_reset_wdt,'',com_debug,'',gssb_pwr,'37695223592606763109529621290778726616 Z!#`_jD~>9',0,7.05486536026001,444020.0,10912.0
rw_get_current,'',com_reset_wdt,'6128667332102450488',rw_get_current,'',com_reset_wdt,'-1085642609',gssb_msp_cal_temp,'-1280383462 ',0,7.218050003051758,444020.0,10656.0
obc_update_status,'',fp_set_cmd_dt,'17039552877881678562 7261196602242934277 8719185160080335633 -828190833 -1812600178521101820',gssb_get_burn_config,'',obc_get_time,'412753855660960289',gssb_get_status,'',-6,6.30311131477356,444020.0,10688.0
obc_update_tle,'',gssb_get_sun,'',fp_show,'',obc_pwm_pwr,'-35700734252585962201794179928660550782',fp_reset,'',0,7.159483432769775,444020.0,10644.0
obc_debug,'`uP%Puu',tm_set_ack,'-7979043094590565472 (nn)va_Ms',obc_ident,'',drp_clear_gnd_wdt,'',com_update_status,'',0,6.942161321640015,444020.0,10908.0
gssb_arm_auto,'-7914554222482409009',fp_del_cmd_unix,'TT@#O2w',tm_get_last,'_4s*R',gssb_pwr,'5188624568570898824 rHn)zAW',fp_test_params,' -737629933 -5665231326894316958',0,7.016580104827881,444020.0,10664.0
gssb_get_version,'',help,'',drp_ebf,"'0g#""//W'",init_dummy_sensor,'',gssb_fss_set_config,'-9136604252149561568',0,7.245725631713867,444020.0,10608.0
drp_get_vars,'',fp_show,'',obc_prop_tle,'1234109299',drp_set_var,'5313602902256555804 5150881157060334323',obc_ident,'',0,7.245807886123657,444020.0,10596.0
rw_get_current,'',obc_get_sensors,'',fp_set_cmd_dt,'1350297455609383466 55273718454013119076873048966552161338 -884651805 44975858958319820642937332952461472193 66969441417194081063517326019577981250',com_update_status,'',gssb_scan,'6g 1954561309',-6,6.724712133407593,444020.0,10668.0
gssb_get_sun,'',init_dummy_sensor,'',gssb_arm_auto,'-318594360295083909438440480137017194397',gssb_pwr,'12814762435993490615 -1921284360',obc_get_tle,'',0,7.001567363739014,444020.0,10956.0
eps_update_status,'',gssb_get_version,'',com_set_config,'172091844180403609957264323571544442577 3548317270163871656',gssb_fss_get_sun,'',fp_test_params,'-314461348603751327925432374818337023928 566259169810000230 o_K>fd',0,6.995049476623535,444020.0,10616.0
gssb_get_model,'',gssb_arm_manual,'4267711278639852725',gssb_arm_manual,'-1157837740960765433',gssb_get_status,'',rw_get_current,'',0,7.017524719238281,444020.0,10960.0
gssb_update_status,'',fp_show,'',rw_set_speed,'(.<=BjG -1104978927',gssb_set_burn_config,'-1861923531 4220879057329832718 4025683107877303337 1146363338933035534 917328413 l 1230671894',obc_get_time,'371920208',0,7.197729825973511,444020.0,10900.0
tm_get_last,'-17408287774005948434429527201825949367',gssb_get_model,'',gssb_get_temp_int,'',gssb_get_uuid,'',gssb_msp_cal_temp,'2743946867705825190 Z@6',0,6.401554346084595,444020.0,10800.0
gssb_reset,'',fp_set_cmd,'}(R4mls} 259523063086521633769171641115542658212 -574505519323534970 22919252373718458203169566139043008355 1951987164 -3461173960479475387 11477358816782887117 16180798838496473941 |4 W~Dc',gssb_get_model,'',init_dummy_sensor,'',gssb_get_temp_int,'',0,7.042322397232056,444020.0,10940.0
gssb_get_model,'',gssb_update_status,'',obc_reset_wdt,'',com_set_node,'1954258046763811859',gssb_get_temp_int,'',0,6.991925001144409,444020.0,10820.0
fp_del_cmd_unix,'-2967913395216699330',obc_get_mem,'',obc_get_sensors,'',gssb_antenna_release,'-3641256733516101549 9331314555423174519 -5880117188674614880 330905647004317112883457611051325277583',obc_update_tle,'',-6,6.481658220291138,444020.0,10720.0
gssb_select,'FV',gssb_get_temp_int,'',com_ping,'7029335887147473039',obc_set_pwm_duty,'278187163443021017774362683457425311306 11163954519451797909',gssb_fss_get_temp,'',0,9.267457008361816,444020.0,10912.0
eps_get_config,'',obc_set_tle,'1956496434046796426 1252086485',tm_send_from,'-58903739 4672683475787957706 -1610504963',tm_send_last,'-1394044373 -58889085646519817518920566364986329657',gssb_pwr,'34138881580475345422626452519162199356 4093177238396182505',0,7.092263221740723,444020.0,10680.0
gssb_burn,'',drp_test_system_vars,'',drp_set_deployed,'1564452197',obc_pwm_pwr,'-4405908769749631084',obc_update_tle,'',0,9.99674367904663,444020.0,10628.0
com_reset_wdt,'7865790078400513551',drp_set_deployed,'Itw)`Q!v',fp_reset,'',rw_get_current,'',drp_set_deployed,'5106956022297044767',0,6.922421455383301,444020.0,10672.0
fp_del_cmd_unix,'Z_l`SZ',gssb_antenna_release,'-1468444792 -5941111479057487728 -2710232301584793356 -164454523659082157',gssb_scan,'6662105193400646631 -89242359247659246802064328898850597777',gssb_unlock_config,'-1760519189',obc_reset_wdt,'',0,6.962314605712891,444020.0,10652.0
gssb_fss_commit_config,'',drp_test_system_vars,'',gssb_commit_addr,'',obc_set_pwm_freq,'66R5VUf 9442747471548745697',gssb_get_uuid,'',0,10.173127889633179,444020.0,10640.0
com_send_cmd,'13=I;n0N 2295147857557631292',com_debug,'',com_send_data,'14071351655266035203',gssb_update_status,'',eps_set_heater,' -8937103766128778926',0,8.174793243408203,444020.0,10656.0
gssb_get_status,'',tm_send_last,"',m 164879386312170584852307755562835267378'",rw_get_speed,'',gssb_fss_get_temp,'',com_send_cmd,'260997309286036577 CgL7oC',0,7.401908874511719,444020.0,10916.0
com_send_cmd,'4122963196620022265 11170764405171265579',gssb_get_temp,'',com_ping,'56671624596078941609914820759767389704',init_dummy_sensor,'',gssb_select,'5265887096405993176',0,10.223164796829224,444020.0,10648.0
obc_get_time,'1594021459',drp_set_var,"',zwg '",rw_get_current,'',tm_parse_status,'',gssb_fss_get_sun,'',0,6.962346076965332,444020.0,10728.0
gssb_msp_cal_temp,'vvT =',tm_send_all,'-849312480 -135344302',obc_pwm_pwr,'-814195071',com_send_rpt,"'Z'R.,>-}m; -286745066628648063227479705852845944657'",gssb_set_addr,'966020960522252100795242516069076426',0,7.179060220718384,444020.0,10644.0
rw_set_speed,'-150801906 *._*XCS=q',com_send_tc,'-456362877 _Gz(U',gssb_update_status,'',com_send_rpt,'-1981299208 1079637976',obc_get_time,'-2120195959',-6,7.572651624679565,444020.0,10908.0
obc_pwm_pwr,'10452997339524018258',eps_hard_reset,'',tm_get_last,'',fp_del_cmd_unix,'11706525441041484876',com_set_config,'10085778517652402215 hT',-6,6.447366237640381,444020.0,10652.0
tm_send_all,'-321803427 -4969644258639823417',fp_del_cmd,'1409221634 91303962527982737626416572337302116844 274595286 -205231889725042794803959316471290710947 12635263429429200430 -690173169',fp_show,'',tm_parse_status,'',drp_get_vars,'',-11,6.391004800796509,444020.0,10828.0
com_ping,'14983531311005314670',rw_get_speed,'',fp_del_cmd_unix,'19597962066604016463191804561744619970',fp_show,'',gssb_get_status,'',-6,10.019449472427368,444020.0,10956.0
fp_test_params,'-331495001179303931001207676625456345643 203496183321995653660299629399481867223 270358519',gssb_select,'ln-&Ru',tm_send_all,'-1279941507 -81318039152635748629364974504220531802',com_get_node,'',fp_set_cmd_dt,'331810873334244023185460970806127625761 {RB<Cb  /_O).Xs$g 636347293',0,6.99018120765686,444020.0,10576.0
com_set_node,'-261944719227108304634526835468129860445',fp_set_cmd_unix,'-214768748892283284774382544250775450343 1489145919 289390969592872721333860091067028575606 5110588136677844929 416020222',rw_get_current,'',tm_parse_status,'',com_reset_wdt,'-274444545',-6,6.256075382232666,444020.0,10952.0
com_reset_wdt,''~93',gssb_burn,'',gssb_select,'15894881502479350752',com_send_data,'17457203692479589905',fp_set_cmd,'360740539 5677666074109612000 1547356933 =3N000 -2858336151301597228 110903880438688057377221478137257218887 4385154992385831446 2920296817867288049 8727307422132342224 74672806685974994587051497873771919701',0,7.852344274520874,444020.0,10896.0
fp_set_cmd_unix,'559807922 -4148305985452638578 -327467588587949711130693251450761331126 -456156534 3204086011248081657',com_send_tc,'-771405195 121971929',obc_get_sensors,'',gssb_pwr,'11399289600310257831 1934501124471621340',fp_set_cmd,'lYtL;2d<4 T|Z8<x$j| 207519192105270534350355350421453706847 -2043126645 -1247224273 210289518 184652763279327066413657639398284707386 -256398122550688568033466578548510669675 178926766556312226789704818382168977526 -645343571',-6,6.890244007110596,444020.0,10572.0
gssb_set_burn_config,'7689347571219926692 -808552533 -94426318287084191483181645236255203000 2140742905 ^H&6d.i1 ^TpA 94405802525400473387954087266681400991',fp_test_params,'-613186530 =nAM2; 13614122509096846759',tm_get_last,'-2041035737',gssb_arm_auto,'eQ/DFb',fp_reset,'',0,6.889827013015747,444020.0,10920.0
fp_reset,'',tm_send_status,'y',rw_get_speed,'',gssb_set_burn_config,'-131507863713524977106890703343532854556 5708249132633848543 15614229413574272635 -1252155114 -146425837740496870561870710155590304757 u.3XBR\F# 12290185064202884194',gssb_select,'-996912543',0,7.820286512374878,444020.0,10636.0
test,'328158279352556963911143582491398710614',drp_add_hrs_alive,'-94058328762453685436301990359735390610',gssb_scan,'3931449733365815252 811330178701828267',tm_parse_status,'',rw_get_current,'',0,9.03961443901062,444020.0,10596.0
com_send_data,'5062072420688338013',com_debug,'',set_state,'11485059282076379198 4s;5J 2068856623',gssb_scan,'[#<EPB<z -75480453',rw_get_speed,'',0,8.40688943862915,444020.0,10692.0
obc_set_pwm_duty,'267089336893748302373821382726897928893 9559988363735101005',com_get_node,'',gssb_burn,'',com_set_config,'-3459516256727487351 }G24+u',com_send_cmd,'2978238579405184454 ',0,7.612314939498901,444020.0,10688.0
gssb_get_temp,'',gssb_get_status,'',gssb_get_temp_int,'',fp_del_cmd,'-333798346186756400931296237955697592988 8432263054781926603 -35792220010869226033232945900572085878 -37595028970805258445709027069869609209 52295089358956390 -452248744',eps_update_status,'',-6,6.428752660751343,444020.0,10676.0
tm_parse_status,'',gssb_select,'-8375033716668553666',fp_set_cmd,'-311598061587452610387450468010926175505 -159581263558997835144877283466508389753 i8UA&3!tV 6099558305943833832 1795451329 -1615082393 Vg$p 602562921914215170 4222869123946243916 -1417790403',com_send_rpt,'10581231651178845583 -983543900701228739',tm_send_last,'-1224180391 229338604984008612577232281612195745096',0,7.071974754333496,444020.0,10892.0
gssb_fss_set_config,'84702817088451807173176684204028086377',gssb_get_sun,'',obc_set_tle,'-3231092172122986479 6960872201884155369',obc_ident,'',com_send_tc,'2560279437378344139 4432776723550981337',-6,7.955732345581055,444020.0,10940.0
gssb_select,'-7011560036336138549',eps_set_heater,'gom1ZQ -273243251823751781327018443852301946552',drp_add_hrs_alive,'{tx~a0:g',init_dummy_sensor,'',obc_set_tle,'-4894218281988633013 2841056774016003976',0,6.955625772476196,444020.0,10636.0
gssb_unlock_config,'124145040',fp_reset,'',obc_set_pwm_duty,'-4520632609981308439 ^>',gssb_fss_commit_config,'',tm_parse_status,'',0,7.3471150398254395,444020.0,10632.0
fp_reset,'',gssb_get_status,'',gssb_get_temp_int,'',obc_get_mem,'',fp_test_params,'3176093014955961893 -6752049884359649539 ',0,6.926380395889282,444020.0,10908.0
com_get_node,'',rw_get_speed,'',drp_clear_gnd_wdt,'',rw_set_speed,'8162516979905209875 11893393110556869006',com_send_tc,'2226470499019800175 5612552573304038422',-6,7.551394462585449,444020.0,10656.0
tm_send_all,'-253293317282501496635992141423882606472 1112293367',gssb_fss_get_temp,'',gssb_get_model,'',com_debug,'',eps_set_heater,'-276292187929171033173296483084782979071 856905156',0,6.938001871109009,444020.0,10944.0
gssb_set_addr,'5927775011009929290',com_send_cmd,"',IeE-%N3R 11867228270157857440'",gssb_burn,'',gssb_scan,'-2587099630782246347 14544002650915236993',obc_ident,'',0,6.989315509796143,444020.0,10812.0
com_send_tc,'.GV^[W`I52 13755929773565257054',gssb_fss_get_temp,'',gssb_get_uuid,'',gssb_get_status,'',gssb_msp_get_temp,'',0,6.956770896911621,444020.0,10904.0
com_set_node,'-4258666313989890805',com_send_data,'17643005669935938278',init_dummy_sensor,'',gssb_antenna_release,'-1433181749784541007 7TLGe%8o -1727337750 315476344982223989349998734406206175373',eps_set_heater,'117975732411932488124495520507521864865 ;(qp+/',0,7.4320268630981445,444020.0,10912.0
gssb_msp_get_temp,'',gssb_set_addr,'1101564913',drp_get_vars,'',gssb_fss_get_sun,'',com_ping,'-6907167665364716776',0,9.693581342697144,444020.0,10912.0
fp_set_cmd_dt,'117280705571747969291501328608457666089 -1998192150 4510174536812135306 -116157426 8459930245583499496',gssb_get_sun,'',obc_reset_wdt,'',gssb_get_sun,'',eps_get_hk,'',-6,6.870288848876953,444020.0,10696.0
eps_set_heater,'12292733271444676528 -77811205277338880548565514823865319169',gssb_pwr,'-2410619964832822131 -62345512134042572303562035882993517866',com_send_cmd,'-1180726740 1578209974',drp_add_hrs_alive,'',obc_prop_tle,'9926101482210981090',0,7.177657127380371,444020.0,10976.0
obc_debug,'-218449354183345348755630560332063258146',eps_update_status,'',set_state,' p]}}q 420370283970211769',test,'2123575326',test,'SK59p&xq~d',0,7.028327226638794,444020.0,10496.0
drp_ebf,'-130336246767509073945170802615089021601',obc_update_status,'',init_dummy_sensor,'',gssb_get_model,'',obc_update_tle,'',0,7.343755722045898,444020.0,10656.0
obc_reset_wdt,'',gssb_reset,'',com_get_node,'',obc_get_sensors,'',fp_set_cmd,"'-5481489936185650306 11694487287251916764 ^!w1GjOP VM:,~PA -1436362845497325422  193744059 ?u 5q 1816172821'",0,7.076678276062012,444020.0,10816.0
gssb_get_temp_int,'',obc_set_tle,'-95107503413200587061958198523443906643 8579666736481934430',gssb_arm_manual,'-8059163422086047188',obc_get_sensors,'',init_dummy_sensor,'',0,7.2027904987335205,444020.0,10900.0
gssb_get_temp_int,'',gssb_get_status,'',gssb_fss_get_sun,'',obc_set_tle,'2949710592466851497 11770159144979222812',gssb_get_version,'',0,7.463048696517944,444020.0,10792.0
obc_update_status,'',obc_update_status,'',gssb_burn,'',obc_get_tle,'',drp_set_deployed,'>K-3C4w3b',0,7.103963375091553,444020.0,10596.0
gssb_get_status,'',obc_reset_wdt,'',obc_update_status,'',tm_send_from,'-709030605293944313 12201047196354351110254151331698579359 -138847511926184885832506575992921850662',obc_reset_wdt,'',0,6.993906021118164,444020.0,10944.0
tm_send_all,'7796951344803380244 691149340',tm_send_all,' 4895173852227942488',obc_set_pwm_freq,'151731280471807581 188363686052310718066693472269778192933',eps_set_heater,'-497033631 |+',gssb_antenna_release,'1143758076 -3804970160214009269 5369157310575170451 -6919193944535039460',0,7.0038135051727295,444020.0,10484.0
drp_set_deployed,'-25290394820480168752351699863846178122',gssb_reset,'',drp_set_deployed,'-54481515783730570378708001144130250887',tm_send_status,'1358821187617130087',eps_get_hk,'',-6,6.840130805969238,444020.0,10812.0
gssb_get_temp,'',fp_show,'',obc_get_sensors,'',tm_send_last,'-1344479974 4/7B3!]kdW',gssb_antenna_release,'/#- 8628213082082161548 11063482196022447437 20065109908817374902207097461457505499',0,6.921374082565308,444020.0,10952.0
tm_send_from,'11299516625664753806 -393283146969595083 gUHB\',com_get_node,'',obc_get_tle,'',rw_get_speed,'',drp_get_vars,'',0,7.011158227920532,444020.0,10500.0
obc_prop_tle,'4138779838355505843',eps_hard_reset,'',fp_test_params,'-823697769 0z@92 1407385688',tm_send_all,'\m ^',obc_get_mem,'',0,6.997430801391602,444020.0,10684.0
com_set_node,'-11746449387071529646958979992287870834',gssb_get_model,'',obc_set_pwm_freq,' -1717490654',tm_send_all,'5557114427287408071 640768187',eps_get_hk,'',0,7.174063444137573,444020.0,10612.0
eps_get_hk,'',rw_get_speed,'',obc_set_tle,"'T,.S 16362664263197385350'",rw_get_current,'',com_send_cmd,'313639751 6324311043208981793',0,7.492416858673096,444020.0,10828.0
gssb_msp_cal_temp,'3172069099102099024 -60405406319313931056083988956727131511',fp_del_cmd,'188174012386168778990193928025126739511 -58274860073723605103525946166766147456 109813544 -641709890 -9161535042928641433 7O.Dq^Pv',test,'324338962',com_ping,'-1350632742181717359',gssb_msp_cal_temp,"'FOq,eM-6 o)bvN&9-p7'",-11,6.393855571746826,444020.0,10912.0
gssb_fss_set_config,'-3629479485741642475',fp_test_params,'870770098 227859223653873137962938919546840730779 4603743316076083767',com_set_node,'4519173103060660222',obc_prop_tle,'-1009942720',obc_get_tle,'',0,6.925792217254639,444020.0,10644.0
obc_ident,'',init_dummy_sensor,'',com_ping,'231564926',test,'2824313599414087182',tm_send_from,"'-2019832341 .T"". -3573385114068813854'",0,9.33708667755127,444020.0,10664.0
set_state,'1343322912 3218269934060975511 13647711593355308394',obc_ident,'',gssb_commit_addr,'',drp_test_system_vars,'',obc_prop_tle,'-165546127',0,10.672497510910034,444020.0,10816.0
fp_reset,'',com_set_config,"'/Z, HR)!'",drp_test_system_vars,'',rw_set_speed,'5 -1938317614',obc_set_tle,'-1385505641 13416023262952145669',0,9.843246698379517,444020.0,10652.0
gssb_update_status,'',fp_set_cmd_unix,'7719202005142655105 -216134998938073153714019185953761305042 10187592525673737427 ) 16818016635312404536',com_send_rpt,'6714003397942755144 -101010497295387351',obc_set_pwm_freq,'7054478901546003203 <~C8S',gssb_antenna_release,'-1315095551 -217302544002526867622073390204230547974 cv/'Z]Gv 165077947436852239348163096264080149278',-6,6.431549072265625,444020.0,10692.0
gssb_fss_commit_config,'',set_state,'2038166866443331404  317644392701520360303874484062715900513',tm_send_from,'2013184532 1335593776 mBU3X?i=9',obc_set_pwm_duty,'-55391086556694115250294837737184783969 -547764813',com_send_data,'510860028',0,7.4189980030059814,444020.0,10664.0
gssb_antenna_release,"'FviIk_,+ 5562435219295758362 17332431298822694547 -306818989491682562794313610764621978655'",gssb_get_status,'',com_send_tc,'10809532161062532776 -2252141340040731498',gssb_get_model,'',fp_set_cmd_dt,'4z2UQm`D6 -5101956731438420662 -199908423450832130460898078857966156270 341204433 -117974326',-6,7.468120574951172,444020.0,10672.0
gssb_get_sun,'',gssb_commit_addr,'',tm_parse_status,'',com_reset_wdt,'-18730332930416039190637698231854035133',rw_get_current,'',0,6.998939037322998,444020.0,10668.0
tm_send_from,'6525176937334806615 -4774506837176081927 3180119142011041196',rw_get_current,'',fp_test_params,'3536169795063296080 z$nJ4K?$ -164711348028141896306821428476747725571',obc_debug,'9695628020662592818190948548732665261',fp_reset,'',0,7.302500247955322,444020.0,10812.0
com_send_data,'N:4e~',fp_del_cmd_unix,'-63491914447615564046479790164851279579',gssb_get_model,'',drp_test_system_vars,'',gssb_msp_get_temp,'',-6,7.330792188644409,444020.0,10624.0
drp_ebf,'-1549304006',obc_update_status,'',com_send_tc,'zk| 739199497',com_reset_wdt,'290662292027971930308391475127577198053',gssb_antenna_release,'2689963184808449437 480807769279650169 753943392 -125092684549032865683055277936598072205',0,7.123465061187744,444020.0,10932.0
obc_update_status,'',com_set_node,'9957975828279751577',com_get_config,'11583313787926058373',tm_get_last,'1638649664494443650',tm_send_last,'-2860689661408585972624587662305503615 3805799432715698696',0,6.896169185638428,444020.0,10872.0
com_send_tc,'1045558950 -181758313897198129905224581763054996739',gssb_burn,'',fp_reset,'',drp_get_vars,'',com_get_config,'',-6,7.54932427406311,444020.0,10720.0
obc_get_mem,'',fp_del_cmd_unix,'m$',drp_get_vars,'',gssb_set_addr,'-17943773430501909294814928895146158896',eps_get_hk,'',0,7.048023223876953,444020.0,10664.0
gssb_msp_get_temp,'',gssb_pwr,'-1923994334 -255289693194364740880561049894609004423',gssb_fss_set_config,'qP7vh;&g',gssb_arm_manual,'1900945533',fp_show,'',0,6.923534154891968,444020.0,10940.0
com_reset_wdt,'-1131332093',gssb_set_burn_config,'A1MZMuMEv~ -197643422794097833695900919121226143620 ^Cztwj{ 945504264 -1164573134138612702 4975785434384239942 =g+&gCW',fp_set_cmd_unix,"'-3059055398139626610 %""O 217820216 14470814144261414627 LDeh7l%""'",obc_update_status,'',tm_parse_status,'',0,6.9184653759002686,444020.0,10692.0
gssb_msp_get_temp,'',tm_parse_status,'',fp_test_params,'Mv!W!Qd 2551418964472105773 8FC',eps_hard_reset,'',obc_prop_tle,'17060169716975009917',0,6.980400323867798,444020.0,10612.0
fp_del_cmd,'-7154259869507163523  257615671550767175018565206908861223708 1960284007 1952512216594731382280653275996189189 6266544364827408995',gssb_fss_commit_config,'',drp_set_var,'1668616160 -630440422',tm_send_from,'13902817533668676820 624114468 15079465637034772115',gssb_antenna_release,'-540589017493160494802737039715004267 3139890726548216470 -475990988 118342219718390050955519312648759220650',0,6.86571741104126,444020.0,10668.0
tm_parse_status,'',gssb_msp_cal_temp,'173341635104868148001422204031661473789 -4529363701006306510',init_dummy_sensor,'',com_get_node,'',eps_get_config,'',0,7.324362516403198,444020.0,10592.0
obc_reset_wdt,'',gssb_get_model,'',com_send_tc,'-2253375347972809717 -626483526975234021',test,'90960276457619727',rw_get_speed,'',-6,7.41666054725647,444020.0,10692.0
gssb_set_burn_config,'2934757478490405719 -665097088 43032732664435252 81047547637770968147136620280438476758 -1631300041943318045 -5572594665222643775 -4044392',eps_get_hk,'',com_set_node,'1327307333729673905',com_set_config,'1171591209 -3664234920101545300',fp_set_cmd,'-1391883368 8278441358512584182 4299888290454251823 -1173103213337356407 1835475944 -5575562431129864943 -7185215425368848706 -327506616159999092399634707553817571999 2018826536326140588 ',-11,6.511241436004639,444020.0,10624.0
fp_del_cmd,'3915564178014778524 -8173097601237757749 (<a83 18007524472696196437 297822991719413435 RMP>7PLbiK',gssb_reset,'',gssb_msp_get_temp,'',gssb_burn,'',com_update_status,'',0,7.0576701164245605,444020.0,10788.0
obc_pwm_pwr,'16916169968363915204',drp_add_hrs_alive,'XR(v8L',drp_add_hrs_alive,'5388539734098052703',com_ping,'-2586665003912318227',eps_get_config,'',0,11.311288833618164,444020.0,10720.0
obc_debug,'9328700868021940056',tm_set_ack,'7129914602761135203 344897124127978413',obc_get_sensors,'',gssb_reset,'',obc_update_status,'',0,7.101898431777954,444020.0,10680.0
gssb_select,'-400670686',gssb_get_version,'',obc_update_status,'',gssb_get_model,'',drp_get_vars,'',0,7.10110878944397,444020.0,10976.0
obc_get_time,'17563222307209574224',gssb_unlock_config,'-817617563',drp_get_vars,'',tm_get_last,'17059225059169536709',gssb_arm_auto,'-98210533',0,7.319800853729248,444020.0,10932.0
gssb_get_version,'',tm_get_last,'P',gssb_reset,'',gssb_fss_get_temp,'',eps_update_status,'',0,7.095820665359497,444020.0,10652.0
eps_get_hk,'',com_ping,'^',fp_show,'',eps_get_config,'',gssb_arm_manual,'319980826279819862447862087195109655545',0,6.899930715560913,444020.0,10932.0
com_send_tc,'-947948522 180589981142846387963950124858670054950',gssb_get_sun,'',gssb_fss_commit_config,'',drp_set_deployed,'289055528696027838724895942130703429641',drp_get_vars,'',-6,7.737569332122803,444020.0,10956.0
fp_show,'',gssb_commit_addr,'',tm_parse_status,'',tm_send_last,'E?ib= 0Y',fp_reset,'',0,7.833734750747681,444020.0,10896.0
gssb_get_temp_int,'',com_debug,'',gssb_arm_auto,'8455695088945530853',tm_send_all,'7397345831616050437 -309469117',obc_ident,'',0,6.920421600341797,444020.0,10700.0
rw_set_speed,'1547649292 295432305',fp_test_params,'6459372921512186649981627400754423453 HkX4rO-!x -878317491',fp_set_cmd_dt,'-1090311554645019751 -20975375550840850206226947619916508919 4919159686344809958 Ym+tlX -157418075317510723414597625643287677631',gssb_fss_commit_config,'',com_update_status,'',-6,6.488493919372559,444020.0,10652.0
gssb_fss_commit_config,'',gssb_msp_get_temp,'',com_send_data,'-1989070716',gssb_get_temp_int,'',obc_get_mem,'',0,7.175334215164185,444020.0,10944.0
obc_set_tle,'1701315690348001825 14007967026218665971',eps_get_config,'',com_set_node,'J',obc_prop_tle,'3986220436162793112',obc_update_status,'',0,7.214170217514038,444020.0,10684.0
gssb_burn,'',gssb_msp_cal_temp,'or 11619469599524923800',drp_ebf,'*b{8(mc',obc_prop_tle,'gi7_M`hW`|',fp_del_cmd,'657353953908061961 1799419736 910530708854563442 8216872811161320072 [:<<< 53213263268790399733977921334876730042',0,6.986830949783325,444020.0,10900.0
obc_set_pwm_freq,'-85202845561607521 q/@d#LLjo',gssb_get_status,'',rw_get_current,'',gssb_fss_commit_config,'',obc_set_tle,'-6100128746887208948 -141462142146777969308222089173658884420',0,6.954692840576172,444020.0,10952.0
help,'',gssb_fss_set_config,'1366999660',obc_get_mem,'',fp_reset,'',gssb_get_uuid,'',0,7.349502325057983,444020.0,10816.0
drp_get_vars,'',test,'14643636571909602862',obc_debug,'4804240055037434122',drp_add_hrs_alive,'-9030292491093069599',obc_set_pwm_duty,'-1849359597 12664493632539443128',0,7.212852716445923,444020.0,10952.0
gssb_set_addr,'6759620021125589810',gssb_scan,'-96831521627402271721715480595893373487 -880456782504990397',obc_get_tle,'',gssb_commit_addr,'',com_set_config,'9258407417980322957 (',0,6.905549764633179,444020.0,10692.0
gssb_update_status,'',init_dummy_sensor,'',com_send_data,'455899679',gssb_fss_commit_config,'',gssb_get_sun,'',0,7.163406848907471,444020.0,10648.0
help,'',com_send_rpt,'n|s 16299976349677655607',obc_ident,'',gssb_reset,'',eps_get_config,'',0,8.580153703689575,444020.0,10720.0
tm_get_last,'169483504213236873314098645556498093893',obc_update_tle,'',rw_get_speed,'',gssb_select,'6028845363611582139',com_ping,'-22436237167273831086292151355928987758',0,9.660052061080933,444020.0,10704.0
obc_update_status,'',obc_get_tle,'',gssb_scan,'t4kpMlI !5sA',gssb_get_sun,'',obc_reset_wdt,'',0,7.14426851272583,444020.0,10872.0
com_set_node,'242574821407710091835006887014267610416',com_update_status,'',fp_set_cmd_unix,'-1204661733 1674789773 4766842703157784884 B:<>? 5388058748605048318',gssb_reset,'',gssb_get_version,'',-6,6.356913805007935,444020.0,10692.0
gssb_antenna_release,'8798289771739403902 129191468352251521555564091775346820598 -5996273345076146358 18114152914499994968',fp_reset,'',obc_set_pwm_freq,'6901554487258089912 1368143415',gssb_arm_manual,'5334879044735642745',drp_clear_gnd_wdt,'',0,6.9238440990448,444020.0,10792.0
obc_update_tle,'',eps_get_config,'',fp_test_params,'5302198740291763926 288788322013836794875172785070430757634 1642009258',obc_get_tle,'',gssb_get_version,'',0,7.495807886123657,444020.0,10828.0
