Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
com_debug,'',tm_get_last,'-121527154739322225704517137036612078733',gssb_burn,'',obc_get_time,'7302529781813197945',gssb_antenna_release,'-9173873772410147772464060718258561307 10365688179793194205 17004548074677270170 7369468641861407999',0,6.962185382843018,444020.0,10816.0
gssb_arm_auto,'3350255527007409729',fp_set_cmd_unix,"'-85303515384246733123276480786284568140 4633810416312047451 (, 1461686326883641329 1996446039790189175'",gssb_get_uuid,'',com_ping,'6833490930323121970',gssb_get_temp,'',0,9.346202850341797,444020.0,10964.0
rw_set_speed,'201398907499625650430041476828761479527 -2950829942350133157',gssb_get_uuid,'',gssb_update_status,'',com_get_config,')v#8P',fp_reset,'',0,6.949909210205078,444020.0,10952.0
gssb_reset,'',gssb_fss_set_config,'-8926254581562051372',obc_debug,'-175794399497176667913436397927983969467',drp_set_deployed,'3717047755437131035',fp_del_cmd,"'{T;yYC^ -550659186948884471 ),{4E >.D2 /]Vt4 -312730229405870150037901344875429341337'",0,7.299482822418213,444020.0,10688.0
com_reset_wdt,'12029041363589770301',fp_show,'',gssb_reset,'',gssb_fss_get_temp,'',gssb_select,"'g""'45'",0,6.949352741241455,444020.0,10864.0
tm_set_ack,'2730663014717431074 -1706301763',gssb_msp_get_temp,'',drp_add_hrs_alive,'2153777918586859290',gssb_get_temp,'',com_set_config,'-220618190590100112879628206751551316493 4147435417359557686',0,7.02128005027771,444020.0,10828.0
eps_get_config,'',fp_del_cmd,'313723887276762058365158624416302636237 -1492066109593348750 1889740119 #>T 2397128145137311588 -5359324231829935009',obc_prop_tle,'-111679424672090103839554961234739190917',obc_get_time,'-172286306279667250581447032795236707105',tm_get_last,'',0,6.932977199554443,444020.0,10648.0
gssb_get_temp_int,'',gssb_burn,'',com_set_config,'374215742776088761 10692615500593482403',com_ping,'229791686932343880641358731705993811551',obc_get_mem,'',0,9.625927925109863,444020.0,10692.0
obc_pwm_pwr,'-5460292962309707135',com_get_config,'1726188198',gssb_msp_get_temp,'',gssb_msp_get_temp,'',gssb_set_addr,'87722216439064380924769003555077764226',0,7.021588087081909,444020.0,10636.0
tm_set_ack,'1883779147303928848 15038527839807792982',gssb_select,'3281956106747793724',set_state,' 7242726356275689787 -19125723064364354179899647843887165700',gssb_antenna_release,'157836007156143932943875296974614572962 7886983005673202574 -407182911567554 1607698070',gssb_msp_get_temp,'',0,7.237344980239868,444020.0,10704.0
com_send_cmd,'6809547261262196967 -879360088',com_update_status,'',obc_set_pwm_duty,'1580978945 -6523366441259935497',gssb_antenna_release,'11021008849183468020 -139912293837415730 243653181 -1582850941065288442',gssb_set_burn_config,'3677343448946437908 58840418639322383279431811890028122792 StFlc -6562259183874448252 17450047979458674242623755990799190439 -181030965567202321184802062326272551225 4125380787037017178',0,7.304893493652344,444020.0,10660.0
tm_send_status,'Oo',gssb_fss_get_sun,'',com_get_config,'4368903526219988208',gssb_set_addr,'',com_reset_wdt,'oM4^FHBQ=',0,6.921858549118042,444020.0,10904.0
obc_get_tle,'',fp_set_cmd,'2835932515034728617 -634899493 504334228 -663942551 QX\ 346175188196048114 K<8t.]# -8354512878650459100 -3674494870681264924 116359930807892160675326601934548667076',eps_set_heater,'158567493015465798239163032796277268869 .8u<}',com_set_node,'3023844856442487718',obc_update_status,'',0,6.9919774532318115,444020.0,10948.0
gssb_fss_set_config,'7576764510340917963',obc_get_sensors,'',gssb_select,'202075287389811048342516118531822275069',tm_parse_status,'',com_send_cmd,'*~n :',0,6.963647842407227,444020.0,10692.0
gssb_reset,'',tm_send_last,'-1442335705 -1486822197',fp_show,'',gssb_antenna_release,'105339498638928965374760726414527269531 l7p]e24 N*f}i[ _g(t',tm_set_ack,'61644564 RB/_N~e',0,6.991526365280151,444020.0,10612.0
gssb_arm_auto,'1046360331900385015',gssb_get_burn_config,'',fp_set_cmd,'440057690496784743 -6395043365118436572 1834166451009306564 @?84  1255695132236796497 -3230013394189848132 1003520865 28789651409168058431116376833778080170 1894828155',com_update_status,'',gssb_get_sun,'',0,7.063918352127075,444020.0,10912.0
help,'',drp_get_vars,'',fp_test_params,'-638065598 16891343075193385507 6055977408133164313',obc_ident,'',gssb_set_addr,'4114971035624210332',0,6.538539886474609,444020.0,10820.0
fp_set_cmd_dt,"'467747201 16606498818066935197 1164354468932661621 17366357618770894061 n,IS8Jh'",gssb_burn,'',fp_reset,'',obc_debug,'6548772538989335738',com_get_node,'',-6,6.331451892852783,444020.0,10888.0
gssb_get_version,'',com_send_data,'3542453396141809504',com_debug,'',com_debug,'',obc_debug,'-16357851920710542042532104959288010265',0,7.353106737136841,444020.0,10900.0
gssb_pwr,'T% -500627528',com_send_data,'1307487716',set_state,'-6777854292927488849 -473713407872817373 -1361165539',tm_send_last,'-1851769937356416237 -1618235759',com_get_config,'5387212870012778195',0,7.309139728546143,444020.0,10672.0
obc_get_sensors,'',gssb_msp_cal_temp,'1764408653141450895 -334514342',eps_get_config,'',gssb_arm_auto,'7153609065206462506',fp_set_cmd,"'7237479526519975488  y1* -636244118 7723265952922706605 75219049659477819181462211101834037252 77124172662029799094805189788680940033 -6489224498173210627 d#(3np]O, 17820787008247551020'",0,7.134226322174072,444020.0,10832.0
tm_set_ack,'42132921713387643987012744370400916485 -44800685007871936716526135903472603996',tm_send_all,'1987429779 -291821268689235020232831450445995261953',obc_prop_tle,'C',gssb_arm_auto,'3805881344421619796',fp_reset,'',0,6.971564054489136,444020.0,10900.0
drp_test_system_vars,'',gssb_commit_addr,'',eps_get_hk,'',com_get_config,'868868468',test,'1735095101116512370',0,10.299254417419434,444020.0,10668.0
obc_reset_wdt,'',gssb_get_burn_config,'',fp_del_cmd_unix,'=*19U',com_update_status,'',obc_ident,'',0,6.899301052093506,444020.0,10664.0
gssb_set_addr,'-979873384',gssb_fss_get_temp,'',gssb_arm_auto,'-36301943095864331010349234863366284917',gssb_set_burn_config,'-6800504657807248988998883626093439224 ^.}^kF*~~ 3580106272781989843 -2320939423995657526997663082965601299 134021022502857915615059787021526329952 6461047334111363912 -9110051883542514832',gssb_fss_set_config,'15096711585665043377132989278059728368',0,7.334467887878418,444020.0,10668.0
obc_get_time,'143503488',gssb_fss_set_config,'157360146',rw_get_current,'',gssb_arm_manual,'-262144965254707000',obc_get_tle,'',0,7.115393161773682,444020.0,10664.0
drp_get_vars,'',test,'-300090855228975321387644524475846091230',rw_get_speed,'',tm_get_last,'-726628245',obc_set_tle,'-1759001953813158817 g+pKe',0,7.085566520690918,444020.0,10664.0
tm_send_last,'e4gP3OC 53339602245059132381341786995426294726',obc_update_status,'',gssb_get_status,'',gssb_pwr,'-862718562 -87337803',tm_get_last,'6_RPIEpDY',0,6.9763898849487305,444020.0,10696.0
obc_get_time,'-5620574587883787611',obc_prop_tle,'-3543076223086489260',eps_hard_reset,'',obc_update_status,'',tm_send_last,'583491554069409553 1995654694855459838',0,6.9309165477752686,444020.0,10692.0
tm_send_from,'677399927 6270938891139619158 10990368051834835800',gssb_get_sun,'',com_reset_wdt,'-1406627355',drp_test_system_vars,'',gssb_arm_auto,'Yb(vNS7x4Z',0,9.994811058044434,444020.0,10656.0
com_send_cmd,'152335074 1477876120',obc_set_pwm_freq,'-192663032448787971527436270521160224921 -222324433390218854141798148109756727911',com_get_node,'',tm_parse_status,'',obc_set_tle,'253154500193650393583578252854271917845 x/(?S>',0,7.1204564571380615,444020.0,10940.0
eps_update_status,'',gssb_scan,'-55835614113758925669718114321972605848 188906646187093643216357870146634942351',tm_set_ack,'8223126934953888745 1859722034',gssb_antenna_release,"'l1T#zh^nr ""#W#*VYq#V 241372021473414533609191717715989185418 zKHq*7'",tm_set_ack,'1673087801962088543 726793295984713892',0,6.954371690750122,444020.0,10688.0
com_send_rpt,'284963543561584083262507764734817037179 -7940771167067058533',drp_test_system_vars,'',gssb_get_uuid,'',tm_send_from,'-8053339762549292720 811741009 -715556220',drp_add_hrs_alive,'-290376869271566113336430601003035190006',0,9.893118619918823,444020.0,10680.0
drp_add_hrs_alive,'YC1qW/9m}',fp_set_cmd_unix,'-2623417297055112764 1754812176644425662 1778655619 -46398783764033711245900976479038445671 -234926161324530920795339706609565779027',fp_del_cmd,'-1282183381 694584472 245488525153235995976785570314944762114 8823966624757271506 1455728903 PVmB)cEQ/0',gssb_commit_addr,'',gssb_fss_get_sun,'',-6,6.31075382232666,444020.0,10820.0
rw_set_speed,' -8252465633071503440',gssb_burn,'',drp_get_vars,'',drp_add_hrs_alive,'8442189591283350588',obc_get_sensors,'',0,7.288799285888672,444020.0,10660.0
obc_get_mem,'',obc_set_pwm_freq,'269446609268846277190696100419093709607 14816706',com_send_rpt,'`EhWh9Q[uD 112070036672458282468921917293844722308',com_set_config,'2039507546 16854745948721379793',fp_set_cmd_unix,'5945413496637288489 7820104104548159822 ?oU{% &wsXb -502516973',0,6.45784330368042,444020.0,10676.0
gssb_get_burn_config,'',gssb_arm_manual,'-5471899965456017253',tm_set_ack,'9118204879472511965 17521716688129078322',gssb_reset,'',obc_get_time,'255637577500617255647951440205354155676',0,6.9078192710876465,444020.0,10596.0
