Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
gssb_set_burn_config,"'/ynf""_&z z7$S+< 12019206762228361368 2572794244977336488 MVE)lNIKkr -220599578246261588022122104850699818241 -149193089'",drp_get_vars,'',obc_get_time,'133572780538765304224385308905317832764',drp_set_deployed,'-564543572',gssb_msp_cal_temp,'127068387674366148744004268236296865109 -1166657910178736291',gssb_msp_cal_temp,'3219817748897063991 ',gssb_update_status,'',fp_show,'',gssb_get_temp_int,'',tm_send_from,'203512151222756298063619139620538324522 5022915070064392457 5314593981611455597',0,7.471059799194336,444020.0,10904.0
obc_update_tle,'',gssb_msp_cal_temp,'17017589201985778686 1633953889',gssb_set_burn_config,' 5511101425236046686 -114974778266719031849506875321805101123 787183979 1288547762 4301518054890086000 -263214285658722890575150924122762868075',gssb_commit_addr,'',obc_set_pwm_freq,'-3408709583075755568 9981311008673921051152024534186910469',gssb_get_temp,'',gssb_fss_get_sun,'',obc_get_mem,'',obc_set_tle,'-629814765 2439388230701994095',gssb_set_burn_config,'-164596315703177289935722681887186443334 8131952566870747577 8627128596605475654 6500985968804380384 4724501849027486237 7707475540157725642 -5393263029669190967',0,7.309729099273682,444020.0,10976.0
fp_del_cmd,'-638694766 3245353740122864263  -3855592227945859442 XGZKWKKg 7076980584072207188',eps_get_hk,'',gssb_select,'-1386573640',gssb_get_sun,'',gssb_get_sun,'',gssb_get_status,'',drp_clear_gnd_wdt,'',tm_send_all,'3963183207774380142 -126143827178895339862984041997125272463',obc_ident,'',obc_get_sensors,'',0,7.251443386077881,444020.0,10900.0
com_send_rpt,'1299917806947921551 -5144809110284411646',eps_update_status,'',gssb_get_temp,'',fp_test_params,'16979632368970891747 17597668194411626832 1839662940755100314',rw_set_speed,'-6130680373168801364 7146377312067138407',gssb_update_status,'',obc_ident,'',gssb_msp_cal_temp,'11085490310365955267 182543325241700052702890545363096540604',com_set_node,'4844084949448439422',gssb_antenna_release,'1610374843 842225016 2854067912684597216 1973238969833358131',0,7.4550230503082275,444020.0,10948.0
tm_set_ack,'Sui -2119688495',gssb_msp_get_temp,'',obc_prop_tle,'16532603725841968321',obc_get_tle,'',fp_set_cmd,'66003356046326425110063977202133083323 dBj0J -1024420409 7692335105816067334 11328197680853150373 -1476985306 4542094742215576957 *_D' 13661370150303714949 -1529264959',tm_send_status,'4106766966523245827',com_get_config,':|X^#;%\',fp_reset,'',gssb_get_temp,'',gssb_reset,'',-6,6.709054470062256,444020.0,10656.0
com_send_rpt,'6640500462689693642 586679359997481466',obc_update_tle,'',com_update_status,'',fp_show,'',fp_set_cmd_unix,'-1330539122 2079393274 4652058363102986727 -117691653299779359494884596807947225290 120295788011907754248105407852459987705',obc_update_status,'',obc_get_tle,'',rw_get_speed,'',tm_send_all,'2660812312720271967 -185945969478533915122728399350430974013',fp_show,'',0,7.343034267425537,444020.0,10812.0
gssb_set_burn_config,'-285462104535506115384634569140734982623 1230840841644895114 -84214439001698393994104097566079829168 11896378875184828842 30702857271261053 3349739201662306354 2541452807156212607',obc_get_sensors,'',fp_reset,'',tm_set_ack,'x|@J) -217328975943203575552712538280758401888',tm_parse_status,'',drp_ebf,'o-'uD]~!#',com_reset_wdt,'52640396129085542910450798958132185680',gssb_msp_cal_temp,'q_&c0t 612707989256248480',gssb_get_temp,'',obc_set_tle,'153824721 8678959830292094534',0,7.38951849937439,444020.0,10960.0
drp_add_hrs_alive,'2791517301800140768',gssb_get_burn_config,'',gssb_update_status,'',gssb_get_uuid,'',fp_set_cmd,'8171221496150069122 1865988704 -93164021904965217949837830243792843598 1348666522 734211742 2017084694 1115939663381593161 904189899884195204 -287514925060732607575343929549179407407 1280958786',obc_update_status,'',drp_ebf,'g',com_ping,'3832441739443633390',gssb_fss_get_sun,'',com_set_node,'-887844602',-11,6.577663898468018,444020.0,10712.0
gssb_burn,'',gssb_select,'-7450734518341464300',gssb_unlock_config,'11854621769905847340063857551861473266',gssb_get_temp,'',rw_set_speed,'-207899704332844951447381266264332205750 M:#|)*iE',gssb_unlock_config,'-595067971',gssb_get_version,'',eps_set_heater,'524499949 -258835231312380853671016620525483994851',com_send_rpt,'DTv!i v#j^:Ou:p',gssb_select,'15901108478990980081',0,7.499926567077637,444020.0,10696.0
gssb_get_version,'',fp_set_cmd_unix,'-8848141920405184912 -224289010080442202221336514495779626531 10105122780572153516 -1036907621 -8563843025345033044',rw_set_speed,'-200883348 -244614886919938872056592834162550263568',drp_add_hrs_alive,'6754810248679490830',drp_set_var,'12788889541292653954 6843546532167133094',fp_set_cmd_dt,'1186442253 -5608868593476777551 296992303 -265289031929584727580368695435328517967 15776724740876437928',obc_reset_wdt,'',obc_get_sensors,'',set_state,'1298597661 ;k>2)BROJ 5552695483769853049',gssb_antenna_release,'0A -225671300087569689467976893136367757699 3641152461183864754 -411079443',-6,6.292428255081177,444020.0,10788.0
com_send_cmd,'-602267808617527157 -679777835',obc_pwm_pwr,'i*`~[8*}_',obc_ident,'',gssb_get_burn_config,'',fp_test_params,"'486091124801162304 yd8VA)tS, -172684831457686587'",gssb_pwr,'18154727110773386584 +hMZ'R3O)@',gssb_get_status,'',com_reset_wdt,'-1531899156',drp_test_system_vars,'',gssb_fss_get_temp,'',0,11.022127389907837,444020.0,10712.0
com_send_cmd,'KPZB:aJiW -7823817965294695906',obc_update_tle,'',fp_set_cmd_unix,"'195861375682672184032464602560070007302 -981507483 1000911223 3417556555759412799 +""nA4r\6'",eps_update_status,'',tm_get_last,'-4043585127623339356',com_ping,'168935952962870285697683203294124768079',gssb_get_burn_config,'',com_send_rpt,'11533490627979894801 1202196655148710399',obc_get_mem,'',fp_set_cmd_dt,"'z 5130764684358639194 ,XHa:4""m 2227416600859587015 52461788084388514900786692043320145834'",-11,6.369261741638184,444020.0,10892.0
fp_test_params,'296255744582413584228818690015423465044 ?r8/NWVN^9 747177507',obc_reset_wdt,'',obc_get_mem,'',eps_get_config,'',gssb_fss_get_temp,'',fp_show,'',help,'',gssb_reset,'',obc_get_sensors,'',drp_ebf,'7704987957734895718',0,7.290267705917358,444020.0,10804.0
obc_reset_wdt,'',gssb_antenna_release,'-7031482175847011894 701722599 465867977292246275 10584086769153863422',rw_get_current,'',tm_send_from,'59019277 7960427289166851511 16290807931693011912',gssb_msp_cal_temp,'2130672754 -164631914109523295683607536650956826502',gssb_get_uuid,'',gssb_get_temp_int,'',init_dummy_sensor,'',com_reset_wdt,'8724720707441611604',fp_del_cmd_unix,'133128887010455669161338335534299709734',-6,6.862412214279175,444020.0,10952.0
gssb_fss_get_temp,'',gssb_fss_commit_config,'',obc_prop_tle,'17816795019178103547',gssb_burn,'',obc_debug,'-4744073849144448407',com_send_data,'-280417259189163281629092202220279597637',com_send_rpt,'-234755142623258844005184491336072598417 3717847340426097149',drp_clear_gnd_wdt,'',com_set_config,'16961870851127448881 -1481739026',obc_get_tle,'',0,7.4800944328308105,444020.0,10700.0
com_send_cmd,'8542960348639419440 b',fp_del_cmd_unix,'7331713065838059663105593325060166001',com_send_tc,'1432650099636551753 16473587253885313534',com_send_data,'-782783674',obc_ident,'',fp_del_cmd,'14197152876719847009 5928151504269092271 SEvRnq8 u:&I 5608677130859282000 -148231788829541733486362950163400765837',obc_pwm_pwr,'3996949218336184332',set_state,'-1628934987 319655225136108580923665756187733632373 865781467',drp_set_deployed,'272687010313239415745715777103779426982',com_debug,'',-6,7.59027624130249,444020.0,10960.0
gssb_get_status,'',gssb_update_status,'',com_update_status,'',com_ping,'271051248332183858561494318649900684505',obc_get_mem,'',tm_send_all,"'-23842679614418705665842607966599536871 F4""wcxBx'",tm_send_from,'-114823889 999893902 -95081884207170208202941263301115875090',tm_send_last,'97894506991286524808577273042177084483 qM%G)RoT~L',gssb_antenna_release,'13433810459745228651 -2503456421177341383 -6740024386008143903 18117938964513626972',gssb_select,'1ex*b+j',0,9.34969186782837,444020.0,10688.0
gssb_fss_commit_config,'',gssb_commit_addr,'',gssb_update_status,'',obc_get_time,'4003223',drp_set_deployed,'-29345479795220257845311929610385463911',fp_set_cmd_dt,'4784977950933002364 -191894316231900089355294160324331448343 899771343 -836027566 9657500342287886145',tm_parse_status,'',tm_send_status,'-319983682737836228803818473665235921207',tm_send_last,'-69443894486527857131875190953566915513 5740509023277538661',tm_send_all,'7432402377629446525 -4030055330502008315',-11,6.654389142990112,444020.0,10688.0
set_state,'2534085333921769529 7021090637219933259 2054611079',com_send_rpt,'-75952877676382765430325598624596770278 jED\',fp_del_cmd,'if?8rJLV< w=^\Z7Y^ 153281417484508957484889111770296302620 jvU'h^a]V1 1901570194 13287493677530255243601246014817216154',drp_clear_gnd_wdt,'',eps_set_heater,"'-1489979844 H"")tV'",gssb_get_sun,'',fp_test_params,'qB 10109251986880476919 57699545636100933763617820964572474282',fp_del_cmd,'/M{ -28296722201771254894037372919917442772 -1915830092 i}d8@|Yjj -20305243 -604549901',drp_test_system_vars,'',com_debug,'',0,10.268249750137329,444020.0,10608.0
help,'',drp_set_var,'-460015714 -1737112769',gssb_get_version,'',tm_get_last,'-235459762646259317228249953892164590313',gssb_msp_get_temp,'',fp_del_cmd,'17112927951187355283 7v&K/R_2] -185455934380739818371807565171179373781 2015415757 -302996723 13852844627971667517',test,'297226290289196486775476404682900703188',obc_set_tle,'-823826565 5416938288476902491',gssb_msp_get_temp,'',com_debug,'',0,7.466976165771484,444020.0,10692.0
help,'',obc_update_status,'',obc_debug,'r<(',gssb_burn,'',obc_set_pwm_freq,'2690991349073610573 -50802181137531920232110506594832556953',tm_parse_status,'',obc_get_time,'13744902571714993430',eps_get_hk,'',gssb_set_burn_config,'X7QA79Z -226468798326863468698590968844748398379 65651939373777233389620154609463567560 6922016828037924817 kEOC-|[ -698568636 2608934522949142623',fp_del_cmd,'10603875746214447307 21952245092979422117345538460915361558 -268676292561859357046392432418525815725 1594871872 -1733207699647874490 89902338019809961',-11,6.792656660079956,444020.0,10664.0
com_ping,'9405711149820254052',obc_ident,'',com_update_status,'',gssb_fss_set_config,"'pRuwG,P3''",gssb_get_model,'',fp_show,'',tm_set_ack,'16218776896404565104 237761693079182761157468535211989126188',drp_ebf,'-292363665087326397017456251105003439907',fp_test_params,'-225293878683498158964296050406399550344 832304673 -86733452494055419316216224683121527635',gssb_msp_get_temp,'',0,9.283621788024902,444020.0,10668.0
com_send_tc,'628769967 -5028528019583320973',gssb_unlock_config,'-232615451886935180912433152644700694314',obc_reset_wdt,'',obc_update_status,'',set_state,'-123695550109515272513895000605579111604 3370990039038539568 FdvF&k',fp_del_cmd,'4129059079883180959 -1383015999 -18117853479215092704385203436707666742 -236229738664411105652110016453103667495 4958302205293295010 789956741',eps_hard_reset,'',com_reset_wdt,'m',gssb_commit_addr,'',drp_clear_gnd_wdt,'',-6,7.303647994995117,444020.0,10956.0
drp_set_var,'-524779918 908152698',fp_set_cmd_dt,'-174222819872690687179081451070261057068 792156745 938215472 150539051299338981384568114472727547065 219015913382742165196361829433823807209',gssb_fss_set_config,'2150535339942992346',gssb_unlock_config,'1300828653665979397',com_get_config,'17114358245787372190',drp_add_hrs_alive,'8715585276686510686',obc_ident,'',fp_del_cmd,'3823094178395577529 15268574614351299371 6877624363121288766 -173459105630615922639384599018472571169 209732260633053914107988712827104724262 9168696702106471246',gssb_fss_commit_config,'',gssb_get_burn_config,'',-6,6.521796226501465,444020.0,10696.0
gssb_unlock_config,'781420056437966656',obc_pwm_pwr,'111627051030705320069910385001703622955',drp_set_deployed,'285998024522321085022132538655448667991',tm_set_ack,'X;.K*4:e -3513499537870552942',tm_get_last,'-157387232707234430',drp_add_hrs_alive,'17103471683871047293',obc_set_pwm_freq,'8693547658310383398 Uh:ar',gssb_reset,'',gssb_get_temp_int,'',rw_get_speed,'',0,7.7910614013671875,444020.0,10904.0
gssb_antenna_release,'6cQak&A.C( 173278656096219097311142084404982945705 -7307327204078356944 16804324111424337997',gssb_set_burn_config,'I -2074419101 10200179492043108933 VYJ 15369827079222020259 -168043157967329272878907837482538180940 -5644151050921874000',drp_set_deployed,'-164062467030328126146520578709521766005',gssb_fss_get_temp,'',tm_send_all,'-6051338425234432666 -119415564383872375354315574761502976501',obc_debug,'-35101526669727893321896924251492876897',tm_send_all,'1350350002363909181 1810914651',gssb_set_burn_config,'279636456209936255982885407858288760159 8085502824783381417 249987256346661821228134641924180529591 909347881 100944368883434823502197433161368265134 6g=);R> c',eps_update_status,'',fp_set_cmd_dt,'$U -3480549560152772786 -50336316224964566054750410267548910538 qoz 14844220048628965178',0,7.520598649978638,444020.0,10976.0
com_send_rpt,'2064452227514086915 1899484709',obc_set_tle,'^utc>U\ vLF7'lhu<*',obc_prop_tle,'6352686620460799593',drp_get_vars,'',drp_test_system_vars,'',obc_set_tle,'3796723663047248355 -7011918283575541893',gssb_get_temp_int,'',rw_set_speed,'-181736517474131750404437637542955292372 1366910180',com_send_cmd,'23580781 -695088664',test,'-4496714788715434225',0,11.149848222732544,444020.0,10868.0
gssb_reset,'',obc_debug,'-6889632553318673333',obc_update_tle,'',tm_send_status,'-351067234',gssb_pwr,'969677378 268011334747990367823971691800416778490',com_get_node,'',com_ping,'2803883701864937659',gssb_select,'2604103852105020461',fp_del_cmd,'7148915258134642133 l}M8;oU*]G -256953772053666886864948898959432164699 -2395763305986992326 4001309600536318342 5003315321922459809',com_send_data,'742652743',-6,6.607441186904907,444020.0,10712.0
gssb_get_temp_int,'',fp_set_cmd_dt,'2873581788868966192 17101774412819279261 -295325300685632492374981062512363171949 -301078610293913176677326835388066262707 -325686659838397976106231912314122089495',gssb_get_uuid,'',gssb_reset,'',gssb_get_version,'',gssb_set_burn_config,'-152199400934045974958439557198298421632 4976273690531669877 -4054987191797918684 10207083850804001541 -247208601948241970144362016066591894373 -108710171389194216408615733245866988152 56806033',com_reset_wdt,'3066724770488257010',drp_get_vars,'',fp_set_cmd_dt,'-1573117951 -6870019477212604523 KT 1108559292986809721 a>#It^',gssb_get_temp,'',-6,6.300928354263306,444020.0,10896.0
gssb_set_burn_config,'-2143558886 -8571363961615233412 10940561541222364573 27247041865944315129837347425977815939 -792316957576326253 8oQz<7 608536624',com_reset_wdt,'&}2tbI3b',init_dummy_sensor,'',gssb_commit_addr,'',eps_get_hk,'',tm_send_all,'-14294582397321356226305087277908248915 #!z]i-12',gssb_get_temp,'',fp_set_cmd,'17889914301151937742 -195881321 -7114909689727084832 9215425818549549835 -1447398678 ) 4200461479071134281 976778632 u+e}c(U[bO 4179959698042074702',fp_set_cmd_unix,'16421156076007569347 -756369929 -8604087294173965372 ebCG;jOQ} 9122049877304524265',gssb_unlock_config,'332138961711529821',-6,6.842737674713135,444020.0,10824.0
tm_set_ack,'go)dZ -199478258306873796289477878958895960332',gssb_get_status,'',com_send_cmd,'-7263566401433788322 #cBL',tm_set_ack,'p%8zfm:BC H6jdpr$|#s',obc_set_pwm_duty,'-1103203043 1304862292615540168',com_send_rpt,'657768743707121212 -247553607484472415149596234664283556734',gssb_msp_cal_temp,'681512260 4755539284872043096',com_get_config,'4000283686439631945',gssb_get_sun,'',fp_set_cmd_unix,'-316131636 673272890 461464325 150081303 4190322198711498971',-6,7.424414873123169,444020.0,10684.0
gssb_scan,'-909554833 -1021820397',obc_get_time,'3pv9'',com_set_config,'13879736952208329419 1789331704',tm_set_ack,'67k4 4456803686954829128',com_debug,'',drp_add_hrs_alive,'-224023007102321976454866612211592329347',tm_parse_status,'',gssb_fss_set_config,'-1382646632',fp_show,'',gssb_commit_addr,'',0,7.4417500495910645,444020.0,10836.0
tm_send_all,'-7501659967751471403 -6785626912630591202',rw_get_speed,'',gssb_get_model,'',drp_get_vars,'',obc_update_tle,'',test,'1870802389',gssb_fss_commit_config,'',drp_set_var,'71330764694548831840993427267689322081 -2924288927716429693',eps_get_hk,'',fp_del_cmd,"'v+7VG9""-F -848740055 .-GU5nKnV U/I``snpII 330354800120705517417091075142009437549 >35GLeo['",0,7.34522271156311,444020.0,10664.0
gssb_commit_addr,'',obc_get_mem,'',fp_reset,'',obc_update_status,'',drp_test_system_vars,'',gssb_msp_cal_temp,'2021786657050781387 -257330716796157657341902342545139039551',gssb_fss_commit_config,'',tm_send_from,'i -4803018724758603703 636190512',gssb_get_temp,'',obc_get_time,'-8179048095247826536',0,10.761164903640747,444020.0,10680.0
gssb_burn,'',set_state,'-1842865466 -2533597878387909641 834249650',obc_set_pwm_duty,'-161970797467159799711292139539873268991 -32607887160376252903004074641691315228',fp_reset,'',obc_debug,'108022227218068804135186638432515904090',gssb_select,'-1535134123',obc_debug,'=.',gssb_antenna_release,"'-879860461952760293 ed~@A` -9107406647674733934 n,a'",obc_set_tle,'-898829492 265306179209485606504410627961311284568',drp_get_vars,'',0,7.316969633102417,444020.0,10932.0
tm_send_from,'322890476190210236842028167906129330398 -1849903458609174313616479049244222202 -51340537',obc_ident,'',obc_get_sensors,'',gssb_arm_auto,'u7.y:',rw_get_current,'',gssb_set_burn_config,'166391986303143577916447506252208826314 6802392862085520379 12672790644036277364 558554571716203507 -166175963134430965017778427751393281946 1281308926 2144605322476142079',gssb_get_version,'',gssb_get_burn_config,'',gssb_scan,'1705021366 403404879',fp_test_params,'95722231455729710545353947662210883103 -6070118456909510881 -559732794',0,7.343829393386841,444020.0,10976.0
gssb_commit_addr,'',eps_set_heater,'-433661007071500832 424554866735990910',gssb_get_model,'',com_send_data,'-34168655059932150306320626839825559093',obc_ident,'',gssb_get_status,'',gssb_scan,'204997443646652008192024519418446317597 G`O]',gssb_fss_commit_config,'',gssb_get_version,'',com_send_cmd,' 504345324',0,8.672163009643555,444020.0,10688.0
tm_set_ack,'-1872503046 -785264005316262207',gssb_unlock_config,'0',obc_debug,'16923037892791015738',gssb_fss_get_sun,'',gssb_update_status,'',obc_reset_wdt,'',set_state,'-7047252424847408358 1305698419650864746 -44998233197530613095969694385129217442',gssb_pwr,'~ 14641595651486080077',com_set_config,'1664250358252767396 195632455175328485880447164348992423770',gssb_msp_cal_temp,'7759612917399845777 98221665529919016459540708119083308899',0,7.328582048416138,444020.0,10640.0
tm_set_ack,'2371314992211888394 -293229147936759001796872471946687698160',fp_reset,'',gssb_msp_cal_temp,'656142636 6748342700770856151',gssb_fss_get_sun,'',obc_reset_wdt,'',obc_pwm_pwr,'4852978056819616700',eps_set_heater,'-7748684402947734428 191165968371846688236825609126878067229',gssb_msp_cal_temp,'101044516345203735353686104557182137553 -3619498286531149306137071926626526454',gssb_set_burn_config,'-289206928820454700534194059274148795880 -2998793329079502776 6378926111215147949 476732377 -1664245596887587754 7261973241522383918 216121669233487898',gssb_burn,'',0,7.321608066558838,444020.0,10920.0
gssb_get_model,'',obc_get_time,'-105551948512010199466204145936971873203',drp_ebf,'4592162538434635302',gssb_get_temp_int,'',set_state,"'X2_l 3588988868056283682 MxT""F,p-AW'",tm_send_all,'13042749635247761374 8759195768368762331',obc_get_time,'-1972132400',drp_clear_gnd_wdt,'',rw_get_current,'',rw_get_current,'',0,7.286419153213501,444020.0,10928.0
fp_del_cmd,'-296716186386370927100220771559467605078 *lG`M 7111876339178654894 -943565799 -140812236186019133694579502029190996057 11782894906920429002',gssb_msp_get_temp,'',obc_get_sensors,'',gssb_set_addr,'2071551965174197629',gssb_fss_get_temp,'',gssb_update_status,'',com_ping,'27662679814785160032615432374067567074',fp_set_cmd,"'-460627556 1587674591 h@""&R -2081499346 219844454863582902115663597131845145776 56597427190957968407277516078507385101 'BEC}=>E -18002707431466463018608285942271492397 6906455100186990123 3639563995059541988'",eps_hard_reset,'',obc_get_sensors,'',0,9.778940916061401,444020.0,10668.0
com_send_data,'10831021435294244006',fp_test_params,'11552576249384789389 -703359211 1215059235',gssb_antenna_release,'6885679231762286633 317937176925632646772570547168232064238 -1536770856206299951 -380329730',com_send_data,'/Dz8f',gssb_arm_auto,'2978583641864778501',com_set_node,'W',obc_set_pwm_freq,'-109950229927580609319147340271601572643 -1592578283',com_get_node,'',obc_update_status,'',tm_set_ack,'-1939376631 4338633667036865734',0,8.271662473678589,444020.0,10656.0
