Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Exit Code,Total Time
drp_clear_gnd_wdt,'',test,'-927048106',gssb_get_sun,'',gssb_unlock_config,'1550681499',fp_set_cmd_unix,'13785678698464150128 154981031240319702010589876332220879346 847046168 -1448161711 18039107831552543155',-11,6.578487873077393
obc_set_tle,'17675595593307779416 -1441459066',fp_del_cmd_unix,'180286933654890166574397374012265745427',obc_prop_tle,'72330025137861504',gssb_get_version,'',tm_send_all,'-291993736452106584522325723226312206288 -1699641982',-6,6.255778074264526
fp_reset,'',obc_set_tle,'12797261090493683357 -1157467420353916288423954361124783582',fp_del_cmd,'-z~N)q 261023337 -4083159519657595874 -1184704007 %o)xo)wa 161529390211776813109467267288995722544',fp_del_cmd_unix,'92202922175204972949606049140555965622',gssb_arm_manual,'269571037610884573953970774435023985354',-6,6.5151329040527335
rw_set_speed,'dfP 9111490176916219971',drp_test_system_vars,'',fp_set_cmd_dt,'42298062651029773722058639212239311247 2092572784834535275 447707058 -2034259739 -285411911438551474006201008295877163301',gssb_commit_addr,'',tm_get_last,'-1555416857141264525',-6,10.08955216407776
eps_get_hk,'',fp_reset,'',fp_del_cmd,'-7976903347516618861 -17639703100084585286099237767846451360 -239626309 1380989887 241708544222249052230688860038695310879 905559194',rw_get_current,'',obc_set_tle,'-6032712363170499422 4584353555289807804',-6,6.472909688949585
tm_send_from,'-644983202698730594 2196279185139475967 1305172811',com_get_config,'18292722615865290017',gssb_get_sun,'',com_reset_wdt,'y$-'pL6<',fp_del_cmd_unix,'-1475935175',-6,6.703144788742065
com_send_data,'Z',com_update_status,'',fp_set_cmd_dt,'-50516797608971999566096053448156586085 -4334041727041137716 94785650804115454747512228156203748375 13586350453939573840 92120883',drp_test_system_vars,'',tm_set_ack,'-17497462583993675153993900680968873490 607004919642874813',-11,7.6608545780181885
obc_prop_tle,'',drp_set_var,' 385419589243534386',com_send_tc,'-3385362272477823536 -5969130466401023697',set_state,'-5787662809225049153 12653125322342180371336535539761387024 -1987630450',gssb_fss_set_config,'-140805773476791803356929762798552324989',-6,7.389979124069214
rw_get_current,'',fp_del_cmd_unix,'2007545800152553638',set_state,'454254524 orvAS1Y1 B`hyb',com_send_rpt,'-2057982248 -1231311279286903910',gssb_get_temp,'',-6,6.846543073654175
tm_send_from,'zj09k.T> -427486284 12560436244867052984',drp_set_var,'1520490751653504579 7435784499659786957',com_send_tc,'4621707101185024772 -5393023736886795272366790600068317386',gssb_get_burn_config,'',gssb_fss_get_sun,'',-6,7.70279860496521
obc_pwm_pwr,'1417325243',tm_send_last,'-126715945085828851285763654782272739668 -1770513685',com_get_config,'-4529850053796550392',com_reset_wdt,'130744806',tm_send_status,'764325884',-6,6.581821203231812
gssb_update_status,'',rw_get_speed,'',gssb_unlock_config,'332865005984559245209605256561758686350',com_send_tc,'9102291674773933958 17000540131529896004',eps_get_hk,'',-6,8.272448301315308
gssb_msp_get_temp,'',gssb_get_temp,'',com_send_tc,' 1414254083',obc_get_time,'-1727649752327113570',obc_ident,'',-6,7.7991178035736075
eps_hard_reset,'',tm_parse_status,'',com_send_tc,'-76490922 -44203162779525157973506165967810002052',com_set_node,':?6D;>#g{G',gssb_arm_auto,'-117327502882603831717515430318686159108',-6,7.99853777885437
tm_get_last,'6846075827953858058',set_state,'-299829134995698903372868906917974589729 2098074342 99318116669219169379176619149648852666',com_ping,"'juCu""ait'",fp_del_cmd_unix,'-1920376390243114390',obc_get_time,'1947504956',-6,6.477513313293457
com_set_config,'-8212541518177478940368104481111486366 262650313246371104185490010757865747570',gssb_get_status,'',fp_del_cmd_unix,'18419061581702675941',gssb_unlock_config,'527124935',obc_debug,'16745516216622004495',-6,8.128008604049683
gssb_commit_addr,'',fp_del_cmd_unix,'351472796702712430344147309905641089',com_send_cmd,'2039346257 6938731049059545608',drp_add_hrs_alive,'M\lslH5of',gssb_arm_auto,'-196932502448957001989961667879327724351',-6,6.749485731124878
drp_set_deployed,'-909388611095617464',drp_set_var,'39747843653098915541296094371874460072 -75987190',gssb_scan,'-272251772532966112602805027848405405067 .Qy',com_set_node,'-131691688932262911426401370308213150451',fp_set_cmd_dt,'17814853191970265230 5648682628586089418 1117218767583508346 -1066867486419617076 CkI#&',-11,6.509307861328125
tm_send_status,'-6688406984693372458',fp_del_cmd,'4989988630647691472 -3968760805751669775 -110817724669551730001315843482758651727 ?Nb+j 196252614190953008364183643183227627743 841604688',com_debug,'',fp_del_cmd,'5867379420470679700 5834699821876348542 338558161078072347598185151454853586707 1030728914 13488192129462488590 6`XnUWf;',fp_del_cmd_unix,'-941510069062742427',-6,6.536420822143555
fp_set_cmd_dt,'^q#` -3302760669664368610 315554970026377578197495680510062037062 2009029392743556919 -866093237',obc_set_pwm_duty,'-1008815293130997988 -498240488',com_reset_wdt,'8340183703840124745',obc_get_sensors,'',fp_set_cmd_unix,'-5413090759300293973 15474798206906188836 1911856382 ]X YSfN',-6,7.012620210647582
gssb_set_addr,'-4630776669631487594',gssb_fss_commit_config,'',fp_del_cmd_unix,'1534942742129694449',gssb_update_status,'',tm_send_status,'-780400748',-6,6.336703538894652
com_send_tc,'15044112072711454766 H',com_debug,'',tm_send_all,'-1541049836379639689 4965318296537369328',gssb_get_temp_int,'',fp_del_cmd,'%YHi_~L 816791314 -291471305089564127185489777129896420740 -296309328362118425576169860547580622918 18024272601129251402 79568153993568230416583404534075682476',-6,7.806710720062256
gssb_fss_get_temp,'',gssb_select,'gz!',tm_parse_status,'',fp_set_cmd_dt,'-4542601788255489729 274907843374043598768734705509114112741 -1623963465 9513264978483310852 -8874059891354165671',fp_reset,'',-6,6.469134569168091
gssb_arm_manual,'51169483605286097173925642330896784624',drp_get_vars,'',fp_set_cmd_unix,'-178885508 340821687 367881386976488008 3612535784225072981 -5714165875814802332',rw_set_speed,'1965349457 &Wvw',gssb_select,''\w`A',-6,6.838172674179077
tm_send_last,'10279366386688853825 #R&j',tm_send_status,'1597001242226013489',com_get_node,'',eps_update_status,'',drp_set_deployed,'7081681893822991364',-6,6.553328037261963
gssb_get_temp,'',gssb_get_status,'',gssb_get_temp,'',gssb_get_model,'',fp_set_cmd_unix,'-265869259724693939128642829211745092921 -3131729206598359238  5121179272172589989 285194724102887375301134225666398542842',-6,6.90284538269043
eps_get_hk,'',fp_set_cmd_unix,'262130336713635042844990538230921715049 999736743 6212260183408863463 418121337 15507821803443530318',gssb_get_version,'',com_set_node,'-624899435',fp_show,'',-6,6.331404447555543
gssb_set_addr,'-1815061947009457316',fp_test_params,'1073126610345544719 DMx9l| 8086139202046094314',com_get_config,'7275161741395716560',com_send_tc,'-178275722360453472765558661212302526886 39422762168497408039627452130415729569',obc_get_time,'17906365137168341063',-6,7.388034582138061
com_get_node,'',gssb_get_model,'',com_send_rpt,'745247222 ?;'R',com_debug,'',fp_set_cmd_unix,'17690968336958469202 237764404444860798528420667183597321838 466417574 226595103671942751577652009943922654005 1239044706',-6,6.511897325515747
tm_send_last,'18276135257423947225 644192753',tm_send_last,'762739815 1757149975',gssb_arm_manual,'7810616955407088998',gssb_get_temp,'',drp_set_deployed,'',-11,6.450847148895264
drp_get_vars,'',obc_get_sensors,'',rw_set_speed,'187948412311513094839888992138826565020 {<VaydRF]0',obc_set_pwm_freq,'13351144272564318006 16330237414216126766',tm_send_status,'16253463110380594902',-6,6.611017942428589
set_state,"'1670079070585858161 4911055368028308680 j.,U=,Z^'",fp_del_cmd_unix,'5171861927030851298',tm_send_from,'1070209335 6222420495457592727 1639498825466521042',fp_test_params,'';cz Bt_3A<a 8821765931626551108',obc_pwm_pwr,'11245382969104446679',-6,6.286882162094116
obc_set_pwm_freq,'14462856147367906927 15239137188312681671',obc_set_tle,'97092576533944385347444819512847087152 -1445896645',fp_show,'',gssb_get_uuid,'',tm_send_status,'26856054341968976013551996416772173239',-6,6.5238118171691895
com_get_node,'',obc_set_pwm_freq,'8856543736555662688 3=fX3g',tm_send_status,'-5999317244708938930',gssb_burn,'',com_update_status,'',-6,6.530261754989624
com_debug,'',gssb_get_temp,'',gssb_set_burn_config,'273847804 629565101 1141550301317009324 -176402966431613760140083891154259033551 -33234458458067523832565705093018954676 _5UAb>6id 7500073428288390872',fp_set_cmd_dt,'4996418694380147034835268883756264863 202860441164698941080272919624515482336 -175157609083746696462357745544339105336 -613398443865603175 6320353223215163037',rw_get_current,'',-6,6.9280781745910645
gssb_get_sun,'',gssb_select,'13219160641533992904',rw_set_speed,'2238521332917687847 -3106132628823194568',help,'',fp_set_cmd_dt,'3370035832234706171 7778466934150208570 1833434442 W/nwWo -2701338830070370775',-6,6.531688451766968
gssb_set_burn_config,'6950929894610574853 3759532189950515748 462778938936942957 273879537781985860 -1906105822 4551290137474993887 1766952906',tm_send_from,'~T Gj%YVti=?7 2262374730079274348',com_send_tc,'17633037940659192822 -181893164815107534676699389187849448391',gssb_get_status,'',com_get_node,'',-6,7.414107799530028
drp_set_var,'6769643680010815702 $gK'Y',gssb_fss_set_config,'2138166378',gssb_set_burn_config,'-82617840834140844489860669420648332124 113524216237215441025935930766290816518 -216418962919926089222991918042855196584 -1735584857 -8999944042127632304 9075545006466443690 8o!k=K',tm_send_all,'1058964260 -264145755069001183593153955877110539792',fp_set_cmd_dt,'16928191220436918205 -1568403489 -162134986967987013080794251524167238727 -293521615710423540821289784953658759683 ',-6,6.766528606414795
eps_hard_reset,'',fp_show,'',fp_set_cmd_unix,'11147652422369857927 1060419667350910447 -129122280119673420298498315950400539735  6833030574675663523',gssb_select,'13792328487990920242',fp_set_cmd_unix,'14906697464252361327 4423227668230928374 4098919598286787628 17301444714449860219 1371093243',-6,6.704762697219849
drp_clear_gnd_wdt,'',tm_send_status,'-5431725913643686132',com_send_data,'7503234081292625131',com_debug,'',fp_del_cmd_unix,'-87212178663372099571494944675732649958',-6,6.633734703063965
com_set_node,'24106403726404511427397292792870709288',drp_add_hrs_alive,'-98855210478714343418288640436482604879',fp_set_cmd_dt,'163310369635037606041945850733925459576 1813073199 6152139851065934282 #8=>O=4P+n -31807125218243787533575813298560468300',gssb_pwr,'287244727331119927591637367247578408104 xf2^C[k]_M',init_dummy_sensor,'',-11,7.206341981887817
tm_parse_status,'',com_send_tc,'423799817 ',obc_update_status,'',obc_update_tle,'',tm_send_from,'-2079753741 -1096397420 -70919292',-6,7.282684803009032
tm_send_last,'42857647444608056222410319524186166173 232654713039805406941960124906584196271',fp_del_cmd,'-7301041613900097927 4739725632794678627 642350549 3623368346615078514 5376462137837602816 2590246633127674127',gssb_antenna_release,'15571520099640888806 102157046500643380874124492307361198748 -6749669082294960305 -2179817457289609886',obc_ident,'',eps_get_config,'',-11,6.8481285572052
gssb_fss_get_sun,'',com_send_tc,'323205289311989061176662558994033842503 10967847418076447940',obc_set_tle,'-2637451194545426891 -238317207003994369800727474651444110712',fp_set_cmd_dt,'2020596643084971952 -156413401 566715952 -234100549367852926982848939049848693634 9825491010018643716',gssb_unlock_config,'C*N',-6,8.450130224227905
gssb_get_burn_config,'',gssb_update_status,'',fp_del_cmd_unix,'-2428640435800380909',com_debug,'',fp_set_cmd_unix,'1721736377 -785316113 6709724761411867407 ^G)#8s? 336079100720881450277999689106517758843',-6,6.3540122509002686
obc_set_pwm_duty,'14442747970031487076 76731999750315600117164540818785193109',fp_set_cmd_dt,'214715454479628624226884174174186714805 10081593532848433230 1071550972329095263 -556630256 W\:R1P',obc_update_status,'',tm_parse_status,'',drp_set_var,'7499052959040729526 &',-6,6.3311052322387695
com_get_config,'-1689095227',com_update_status,'',gssb_arm_manual,'644654515',tm_send_status,'-6956933547230907811',fp_set_cmd,'-295255291 -93522067571038325080047336599966388403 U@7W@7r) -7369806915510160292 -7203768173810960285305151229025767709 163606680383513771617976025502444292437 13651018656370028696 6620132931751879773 -2022891155 1004835432',-6,6.5278260707855225
obc_update_tle,'',com_debug,'',eps_update_status,'',com_get_config,'2881633119212072730',fp_del_cmd,'16776530015988730187 -99697704240781292621838023280588290702 -187870043443983499017243104852015277238 -47090643377934188252195091049661513155 11984992659373060128 1865731188',-6,6.493116855621338
rw_get_speed,'',tm_send_status,'15764660600055395548',fp_show,'',fp_set_cmd,'-174975725566018921558050282724957756175 YH 5nNe){@ -4777354582249873112 6914032260127275324 P- 9675326059492777888 726123451816485224 3627453633302171094 1430426498',tm_set_ack,'1117382211883810384 2444522574418327053',-6,6.555196762084961
com_send_tc,'192414021 992864410',drp_ebf,'-3731137770405843578',drp_set_deployed,'-6250280872437541888',drp_ebf,'6726563474786292059',com_reset_wdt,'1978711114873746932',-6,7.269724130630492
gssb_get_model,'',gssb_pwr,'5228491606757802596 6111733072180832647',com_send_tc,'4534077973214172378 -8638741683044786752',obc_ident,'',gssb_unlock_config,'oS'H',-6,7.3515450954437265
fp_show,'',drp_clear_gnd_wdt,'',fp_del_cmd,'-1260879850860881579 542819772 5455684630186678425 -253454707196976498259629073784037389027 -2303436334774321523 1259466743',com_debug,'',obc_debug,'2235290323084761621',-11,6.581902742385863
obc_prop_tle,'3517462336657646654',tm_send_status,'2670852507500403267',gssb_get_temp,'',gssb_get_burn_config,'',gssb_get_version,'',-6,6.388535022735597
drp_ebf,'p?/6!&',obc_get_tle,'',gssb_get_version,'',fp_set_cmd_unix,'1875717758249441003 -334813222 13737042622203266547 112032257172730227334955903639079799283 1269789463120977894',com_debug,'',-6,6.430460453033447
com_send_data,'-348595565',rw_get_current,'',eps_hard_reset,'',com_send_data,'-141869864',fp_set_cmd_dt,'3520698277407961272 1648735356 1236077213 6429105620636761226 9253808777262689972',-11,8.237883329391481
drp_test_system_vars,'',gssb_burn,'',fp_set_cmd_dt,'aHSQ8eJ$= 1855592090 77888762326146785316528878135855127887  18285172028787775109',com_send_data,'4188649011120017860',tm_send_status,'7755082181798183373',-6,11.248186588287354
drp_clear_gnd_wdt,'',gssb_get_temp_int,'',drp_ebf,'16354379105932683587',com_send_tc,'-25770754 -2080136492',fp_reset,'',-6,7.538847684860229
set_state,'-241049255628527591661610644311536592640 !_6u~L 1059684990',obc_pwm_pwr,'-193679492082222577891520619518631057354',tm_send_status,'1140691210',com_reset_wdt,'140998580140413840546716125798903730387',gssb_set_addr,'',-6,7.56905722618103
eps_get_hk,'',tm_send_status,'10277303315470668230',obc_get_sensors,'',gssb_get_uuid,'',obc_set_pwm_duty,'nq#ulhB QL^#]fV'/7',-6,6.413036584854126
rw_get_speed,'',obc_set_tle,'2288015053599562082 1833486493',obc_set_pwm_freq,'-1344112518 -54505349747542572305340842992796262448',tm_send_status,'-3643371704219558578',gssb_set_burn_config,"'""N 6305212780577849897 =5(3/N 4927747827968421009 7016873582161217573 10167828821595247011 -170645388783230237527667577650264395874'",-6,6.870100975036621
drp_add_hrs_alive,'331104377',drp_set_var,'3958217844415268209 320573914007520374394893930393973592505',fp_del_cmd,'14559766669980835910 2081635272 750324833 128466051606054980483031441310582135890 1231815674 3316987138118464196',com_send_cmd,'16359464240920624249 16408750658607480857',rw_get_current,'',-11,10.999929904937744
obc_update_status,'',gssb_arm_manual,'-174431202064368694597812035359824303630',fp_del_cmd_unix,'-1968701111',eps_hard_reset,'',obc_get_time,'112434909670796270',-6,6.337271928787232
fp_set_cmd_dt,'-1061405981 -1800701504 130670778241695120 -9145424760517617628 1910888354070802690',gssb_fss_set_config,'-1872298472138911280',com_reset_wdt,'322456391213951811348297590184348115722',drp_set_deployed,'4427855201313172960',com_reset_wdt,'-304369686235468084464088643216264252634',-6,6.26944899559021
fp_del_cmd_unix,'17149823125608973543',obc_get_sensors,'',fp_set_cmd,'-114337043034089880629558056636087906752 x%3s] 259074941513522099073183608055145803153 ??wf<EA -1915380779 -1884021391 18322054282874948454 -268407394578501016279940317868600668713 8021125681635321688 mC',fp_reset,'',obc_get_tle,'',-6,6.4031944274902335
drp_set_var,'-180941637875296553045350431843290390204 5304161318320335252',eps_update_status,'',init_dummy_sensor,'',fp_set_cmd,'862658970 476401224 -173595769683271086609173611359057377725 -585288169 202669608 -1972058294 243972414842441335 -105287032155134623853518898334896530269 _ZM@0Fy &[SL(5y',obc_get_tle,'',-11,6.624589204788207
gssb_get_burn_config,'',com_send_tc,'-254780473899440819756440326089276140110 -5385538444927635026',drp_set_deployed,'-1465766307',drp_get_vars,'',com_get_node,'',-6,7.851017951965332
gssb_fss_get_temp,'',com_set_config,"'77004176965412480968648711746098960589 .4h""='",com_set_config,'1766766289963662777 -232443253945337434714453143436720257318',fp_del_cmd,'7675386961396349798 5884710971030365301 15661762977395900455 13359382403124019380 207997523768551173050755290824154192272 13375157552003990994',drp_add_hrs_alive,'4688347213249311992',-11,6.450244426727295
test,'4564335439912882061',com_get_config,'-1459179873',gssb_fss_get_temp,'',com_send_cmd,'-91470802080679843950027006479179154248 `@6ms@E',com_send_tc,'-3341929101516105808 6733755377836574460',-6,8.436347723007202
com_send_tc,'-8075568267465335657 372483130',com_get_node,'',gssb_burn,'',fp_test_params,'-265470639878157867889169211893642496488 325768882518933839185042837051995606046 -303570005448511212573499924908522121567',drp_add_hrs_alive,'|x^Buv',-6,7.705310106277466
fp_set_cmd_dt,'132583893939863023074818032260433062082 169558378264580327495561611686377709917 -811840054 Bqdv2~vxi 4382270258300150407',gssb_get_temp_int,'',obc_set_tle,' -8467556391459560743',obc_get_tle,'',eps_hard_reset,'',-6,6.586045742034912
gssb_fss_get_temp,'',obc_pwm_pwr,'114148762392477791248677579190372619331',obc_get_tle,'',fp_set_cmd_unix,'-7255759441891368910 1715523337 -103573302 1311004607 1017593594',gssb_select,'7866502070462466610',-6,6.464846849441527
gssb_fss_get_sun,'',fp_test_params,'1311644779 3799580470135218360 2008577169',tm_send_status,'2983954986017844292',test,'-7377440361295741375',drp_set_var,'256059109133836570215069797063755703809 680037811',-6,6.539290428161621
fp_del_cmd_unix,'10163510302763895686',tm_parse_status,'',drp_clear_gnd_wdt,'',obc_set_tle,'-1501492298 7432134887538917018',obc_ident,'',-6,6.2983012199401855
obc_update_status,'',eps_hard_reset,'',gssb_pwr,'7222924792895319969 -1688999539',eps_hard_reset,'',fp_del_cmd,'245580754236797229513306964758152998423 1088351924 -256372312 1214105406 4294412641967663727 -8872022337515184160',-6,6.615806818008423
com_send_tc,'-149754774776010124812610518493638577601 0X',drp_set_deployed,'-2127874123',gssb_fss_get_sun,'',gssb_msp_get_temp,'',com_debug,'',-6,8.40574049949646
tm_send_all,'-125888376222365205083503955400658210314 640060493142832123',drp_test_system_vars,'',eps_get_config,'',obc_set_pwm_duty,'15799884822595580732 -151308931517436212608167868566625261222',com_send_tc,'-691354632 -1655536862',-6,11.334516286849976
drp_test_system_vars,'',fp_del_cmd,'-248669018455649499867791290791687900058 -859794147 3946519929378365492 17904579231226676733 -4611743472070865295 3632383860831677976',gssb_fss_set_config,'3422809300753176208',gssb_fss_set_config,'1875331984386223849',gssb_unlock_config,'8701612624738613681',-11,10.444692611694336
gssb_msp_get_temp,'',tm_send_status,'77609251884426626405761999075173286362',gssb_get_status,'',gssb_scan,'1548639870 8937376957523900055',eps_get_config,'',-6,6.515920400619508
eps_get_config,'',tm_send_from,'878066625 1683629137 DM{|}dpyB_',com_send_tc,'3610742609558754680 3131900299454734205',com_send_tc,'-7272105284403800785 -101655656555911667825462104844365408985',com_set_node,'279011894',-6,7.341427564620973
obc_set_pwm_freq,"'%U<t""|x{ 112048439206266535029988259181322594084'",gssb_get_uuid,'',fp_del_cmd_unix,'-168787151130442329044564580353479882761',obc_set_tle,'15242082097553635207 874341206',gssb_msp_cal_temp,'gH -272473099771762647470099094943949071493',-6,6.391051054000855
com_set_node,'-953401140',com_reset_wdt,'x',fp_set_cmd_dt,'}}Jwf $M.$ 158162335534478017850262922629698622659 1996019755792219279 -627378301',fp_set_cmd_unix,"'-1009410747 -180378122 -8607425594392800010 -16577057 YN!.7|""'",fp_reset,'',-6,6.630390405654907
com_send_data,'325440069453114720843248041801363969275',gssb_get_burn_config,'',gssb_reset,'',tm_parse_status,'',fp_set_cmd_dt,'-3896660773460781356 13809257276106561804 639817065995060906 -1698760571 -574817647',-11,7.282519578933716
com_send_tc,'3472517260600811257 -313025222702807089052500250794799493050',fp_show,'',fp_test_params,"'-1685664110 D{AvW*& \._l|U,;E""'",com_send_tc,'4414946789601985600 5942337524445106038',com_send_cmd,'3'8 1603571583431067654',-6,7.6451776027679434
tm_send_status,'-72581386606825509058644280662871276026',com_reset_wdt,'1627653952',eps_hard_reset,'',drp_ebf,'-7410696384979738877',gssb_get_uuid,'',-6,6.789498329162598
tm_send_status,'565019056105793403',com_set_config,'2182515632833745981 184392341905869709558287472327013858004',fp_set_cmd,'-536588500712974750 -833015238 F1%'W7Q)$b 8610259912291834022 8zjPllAq -1283297713774753275 9183184145184731719 -4233692630660981889 x6a=-\\0Tb 16462661171572793324',drp_add_hrs_alive,'P*`&lX:[sa',com_get_config,"'wBnt}{,/9'",-6,6.285638093948363
gssb_commit_addr,'',tm_get_last,'2067593809534731981',gssb_msp_get_temp,'',drp_ebf,'Ne+A>',fp_del_cmd_unix,'-306044723453981859619005854343223229436',-6,6.612978219985963
gssb_fss_set_config,'12165981622078275413',rw_get_current,'',eps_get_hk,'',gssb_burn,'',com_send_tc,' 3418745428976572798',-6,7.612652063369751
com_send_tc,'268033654247047402648968025592231774486 46314554979958513864790561375120110058',tm_send_from,'G 8959464946674452628 9972833928412866178',gssb_fss_commit_config,'',fp_set_cmd_dt,'Gh 3030759153846585365 1093678943 1388563719 222923088834556537889190082969422697788',eps_update_status,'',-6,7.295952796936035
com_set_config,'w V6(',gssb_reset,'',obc_set_pwm_freq,'6499932416063882166 4bhlGv}[',gssb_set_burn_config,'-317306817598696237096910082780903264103 4469330061951661617 7757337396241281074 -802891660 45098713108462582 = 399397060',tm_send_status,'6301761339289824241',-6,6.54290509223938
drp_get_vars,'',com_set_config,'1737254823 140412444681821943599391090650775655298',fp_del_cmd_unix,'-1235724867',init_dummy_sensor,'',gssb_get_sun,'',-6,6.399597406387329
drp_ebf,'-1236536647',fp_del_cmd_unix,'1615627941',fp_set_cmd_dt,'668417199064652331 {#f; 8034685154349303595 \=^x#VR 15761934060627399686',com_send_tc,'1000645040 3968434011451143829',drp_set_var,'1548239330 83095922493208828576370749408808490778',-6,6.405864953994751
gssb_fss_commit_config,'',rw_get_speed,'',gssb_msp_get_temp,'',tm_send_status,'19139821948437123206209459756676787389',init_dummy_sensor,'',-6,6.522262573242188
gssb_select,'7647409608113425250',tm_send_status,'292800602724637652047933325402844892566',obc_get_sensors,'',obc_prop_tle,'3165607767005811360',fp_test_params,'322849458443829216217350301817650706502 -181553047674321366736932559493095670244 3921326745531327319',-6,6.871906280517577
drp_clear_gnd_wdt,'',obc_update_status,'',fp_set_cmd_dt,'-1374445041 -759970870 -252638909565521436679100247139795570356 -233471273909360502097085417208346893147 -4384449519226551707',com_get_node,'',gssb_get_burn_config,'',-11,6.747896432876588
