Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
eps_get_hk,'',obc_set_pwm_duty,'-1094118235 -821683341',obc_get_sensors,'',eps_get_hk,'',obc_set_pwm_freq,'988094091 -254837891008068600049553462395762905253',gssb_fss_set_config,'560593492',com_update_status,'',gssb_burn,'',gssb_unlock_config,'329320082',eps_get_config,'',0,7.375909805297852,444020.0,10656.0
gssb_select,'771351724',fp_show,'',gssb_commit_addr,'',obc_update_status,'',drp_test_system_vars,'',gssb_set_addr,'-137080929',gssb_get_burn_config,'',obc_pwm_pwr,'101764534',gssb_get_burn_config,'',fp_show,'',0,10.473670482635498,444020.0,10492.0
drp_set_deployed,'342756981',gssb_arm_manual,'1149710008',gssb_msp_get_temp,'',drp_set_var,'-789991647 -1868033626',obc_set_pwm_freq,'323689803 93356576625857852098844900109916014385',gssb_set_burn_config,'-314404121 -509618475 -1035344486 1224982363 1153634092 484748305 -349295546',gssb_set_addr,'-1790737318',obc_get_tle,'',gssb_fss_set_config,'-1348479173',com_send_data,"'E41D-wt,(%'",0,7.686092853546143,444020.0,10912.0
set_state,'6763377599817486109 1082855867056887302 -1603530214',fp_reset,'',eps_update_status,'',rw_set_speed,'-502128227 1717059578',gssb_fss_get_temp,'',gssb_scan,'-1023029706 -1434113321',com_send_tc,'653886171 %%8zBX',com_ping,'-1196955935',fp_set_cmd,'-866441064 792264355 -2128791184 -1592499727 2052602854 1140306032 -1759102898 -6881865 u .d93|4jP',obc_get_mem,'',-6,7.64391565322876,444020.0,10884.0
tm_send_last,'4521478043767504672 1806370776149506868',eps_hard_reset,'',fp_test_params,'-414450202 !2z.;r=Fjm -174906489',obc_update_status,'',gssb_select,'1707553467',gssb_pwr,'-339069457 1814236226',obc_debug,'-1599840264',fp_del_cmd,'2085828174 -508726384 1084674179 -943590726 -1396316497 367819104',drp_set_var,'923072159 -689467968',tm_send_status,'1129262637',-11,6.667642831802368,444020.0,10664.0
gssb_set_addr,'-464779053',gssb_arm_manual,'-306742842',gssb_get_sun,'',tm_send_last,'15498410878382348357 5314831937846298814',eps_update_status,'',gssb_get_temp_int,'',gssb_msp_get_temp,'',rw_get_current,'',com_get_node,'',com_send_rpt,'250172119 s:`dw[',0,7.213164329528809,444020.0,10820.0
gssb_set_burn_config,'-847082628 -995680934 486188490 622827129 131585015 -1288659827 -1307387813',obc_update_tle,'',fp_reset,'',com_send_rpt,'-1966610071 vX4{hqIj{',obc_get_time,'-2119526730',gssb_get_sun,'',gssb_select,'1725401963',com_send_rpt,'24091621 HlBuM0',tm_parse_status,'',gssb_commit_addr,'',0,7.263690710067749,444020.0,10656.0
gssb_fss_get_temp,'',tm_get_last,'7633314202430815201',tm_send_from,'18111920689172490963 12177240846761411613 3643710130862517717',fp_set_cmd_dt,"'-1016533794 1704129870 -1496013508 ^A &`@""O<8uw'",obc_get_sensors,'',gssb_set_burn_config,'1436614992 -95223268 1648408412 274240897 948281748 672358853 68928588',gssb_set_addr,'-1672822401',help,'',fp_show,'',gssb_arm_auto,'119785501',-6,6.4175660610198975,444020.0,10892.0
obc_ident,'',tm_set_ack,'1498475292947720435 15840664133604710758',gssb_fss_get_temp,'',gssb_select,'-42477729',com_set_node,'-702798328',drp_set_var,'-1943749144 847684094',gssb_fss_get_sun,'',drp_set_deployed,'1354726643',drp_ebf,'-576798430',eps_update_status,'',0,7.335917949676514,444020.0,10888.0
obc_set_tle,'-2050329996 KSXn?',tm_send_last,'9650124575961789849 11912822624438216473',com_send_data,'C*p\/m3Oq',rw_get_current,'',gssb_get_burn_config,'',com_send_data,'s<h.W>]F',gssb_set_burn_config,'-1727851783 849004707 1772468785 -944045306 1681810584 185035662 -1529016670',obc_set_tle,'1510258312 O>5%lQ',com_set_node,'-969078138',fp_set_cmd_unix,'562433017 1333051619 1833577696 pS[=.nXV (;;pl:+hR',-11,8.58432936668396,444020.0,10756.0
obc_pwm_pwr,'1922753228',com_send_cmd,'1800024052 U/oh_Qoz',com_send_tc,'-1092579714 *Nt4oz32',gssb_scan,'1252184012 -447377508',tm_send_all,'14229081467378763929 18028948131119894274',gssb_select,'995644104',drp_ebf,'331973906',obc_get_mem,'',init_dummy_sensor,'',rw_get_current,'',-6,8.22848916053772,444020.0,10600.0
gssb_fss_get_temp,'',gssb_commit_addr,'',gssb_pwr,'650271403 219491088',gssb_set_burn_config,'1366503386 943821020 -58040099 1071912876 -1214152591 -1593779572 1690444726',obc_ident,'',gssb_get_burn_config,'',gssb_get_temp_int,'',gssb_fss_get_sun,'',gssb_get_temp,'',obc_reset_wdt,'',0,7.244450330734253,444020.0,10884.0
gssb_antenna_release,'-1878909639 -904272636 2030634569 572324164',rw_get_current,'',com_update_status,'',obc_set_tle,'133779161 Yrm[exi',rw_get_speed,'',help,'',gssb_msp_cal_temp,'1145955499 1638151635',drp_ebf,'893304201',drp_set_var,'2038262852 492983100',gssb_antenna_release,'-482169422 333107995 -1792983797 -1686860495',0,7.328850984573364,444020.0,10540.0
gssb_fss_get_temp,'',obc_reset_wdt,'',obc_set_pwm_duty,'-54954560 -310220823',help,'',gssb_get_uuid,'',com_send_tc,"'-2137373861 q,'",gssb_update_status,'',help,'',obc_get_time,'-352561554',gssb_update_status,'',-6,7.570666551589966,444020.0,10660.0
gssb_antenna_release,'2057216404 -2023041454 -1004932173 1974981957',drp_ebf,'-196961782',gssb_get_temp,'',gssb_set_addr,'1064662557',eps_hard_reset,'',com_set_node,'-1838182471',gssb_msp_get_temp,'',com_get_node,'',gssb_commit_addr,'',tm_send_last,'13498928904275405451 8858121781286685922',0,7.2619054317474365,444020.0,10820.0
fp_del_cmd,'-823905391 -613605343 975823018 1023808437 453067118 -1937475355',gssb_commit_addr,'',obc_update_status,'',gssb_select,'-548895395',gssb_fss_set_config,'-1389122123',set_state,'17064805013583666295 7344646648562912137 1773949622',eps_update_status,'',tm_send_last,'3824121140975507698 3736501685342391600',obc_set_tle,'698590785 )0|*)`zw>',gssb_get_burn_config,'',-11,6.198254585266113,444020.0,10824.0
eps_update_status,'',obc_get_mem,'',rw_get_speed,'',obc_get_time,'1202004603',com_send_cmd,"'-545304648 ZWK%""Wv'",obc_update_tle,'',obc_get_sensors,'',com_debug,'',rw_set_speed,'783234662 581397492',com_send_cmd,'-1213197621 i.v',0,8.603802680969238,444020.0,10892.0
gssb_unlock_config,'-1389412168',gssb_set_addr,'-1501480561',help,'',gssb_fss_commit_config,'',gssb_burn,'',obc_get_sensors,'',rw_get_speed,'',gssb_select,'616551483',gssb_commit_addr,'',gssb_select,'2132058556',0,7.280340671539307,444020.0,10888.0
drp_set_var,'-948271108 -154893978',com_get_config,'J}',obc_prop_tle,'-425568262876967217',eps_hard_reset,'',obc_debug,'806533746',drp_clear_gnd_wdt,'',com_get_node,'',gssb_select,'963380255',obc_reset_wdt,'',com_send_rpt,'1442609062 ',0,7.25789475440979,444020.0,10832.0
com_set_config,'lPph6_6 <_%^m0',tm_send_all,'2823279407039107614 7454939716539695866',fp_set_cmd,'-1644361118 1602057928 1205719270 351921762 -1089441472 -1337003713 -456087739 -1102224553 FjIdL Nhc',gssb_get_version,'',tm_send_status,'-1702266063',fp_test_params,'1111678312 v@D1A/r^ 948629682',drp_ebf,'1613250642',drp_test_system_vars,'',eps_hard_reset,'',com_debug,'',-11,6.877810716629028,444020.0,10672.0
obc_pwm_pwr,'1311858674',gssb_reset,'',drp_add_hrs_alive,'-792211853',rw_set_speed,'413349761 -616807223',obc_update_status,'',rw_get_speed,'',com_get_node,'',fp_set_cmd_unix,'1813978653 -956169763 -1358101468 A _5@hYfGxa;',tm_parse_status,'',gssb_fss_get_sun,'',-11,6.73866868019104,444020.0,10604.0
gssb_select,'-233262684',tm_send_from,'14220418058843360685 846513961256734842 16438245479606747934',drp_get_vars,'',obc_get_mem,'',drp_clear_gnd_wdt,'',drp_add_hrs_alive,'-884571629',rw_get_speed,'',drp_set_deployed,'-1117102763',obc_update_status,'',com_debug,'',0,7.322841644287109,444020.0,10652.0
gssb_update_status,'',drp_get_vars,'',tm_send_all,'8987842231855200036 3502286256062422979',com_send_cmd,'1773811113 ',gssb_fss_set_config,'-1230988019',gssb_pwr,'1614698172 -275172997',obc_set_tle,'141988197 d7I;kT~t',obc_get_time,'-806260879',gssb_get_uuid,'',com_send_tc,'266119771 A',-6,8.51764178276062,444020.0,10896.0
drp_set_deployed,'-981248738',gssb_get_version,'',obc_get_sensors,'',com_reset_wdt,'-549335772',gssb_get_sun,'',com_ping,'1864453096',obc_ident,'',gssb_msp_cal_temp,'-1336812716 691186892',drp_test_system_vars,'',gssb_get_sun,'',0,13.125286102294922,444020.0,10836.0
gssb_burn,'',com_set_node,'-2000074642',gssb_get_model,'',gssb_get_uuid,'',com_send_data,'n{yJ#z?',gssb_fss_get_sun,'',obc_get_mem,'',gssb_get_uuid,'',gssb_unlock_config,'2081919974',com_send_tc,'515577066 Xa}i',-6,8.581783771514893,444020.0,10592.0
fp_show,'',fp_set_cmd,'-1213529691 -1679480538 -1805196594 -662455792 1010004308 2050537159 673077699 363725329 Yys-vga+ f7h',rw_get_current,'',eps_set_heater,'1448383650 1190313810',gssb_fss_get_temp,'',com_send_rpt,'-1405281197 x]',gssb_get_uuid,'',obc_debug,'-1297872184',gssb_fss_commit_config,'',rw_get_speed,'',-6,6.2941858768463135,444020.0,10724.0
tm_parse_status,'',eps_get_config,'',com_get_node,'',gssb_fss_set_config,'1423768761',rw_set_speed,'-1738916735 977826087',eps_get_config,'',drp_clear_gnd_wdt,'',fp_test_params,'2120826357 4BDFR:eea -1671406329',gssb_get_temp_int,'',fp_test_params,'-437281125 :1=B2@/ -351831463',0,7.340587377548218,444020.0,10844.0
eps_get_config,'',obc_get_sensors,'',com_update_status,'',gssb_commit_addr,'',gssb_get_temp,'',obc_set_pwm_freq,'-1419603868 -229677129141832900701131776556680174041',obc_set_pwm_freq,'-479028283 -286476307159748814237671851605883021989',eps_hard_reset,'',eps_update_status,'',tm_send_from,'1145777440813335060 4067938736369374490 17504275233161684235',0,7.2678210735321045,444020.0,10600.0
tm_set_ack,'9051166103402608780 10272280197108958872',obc_set_pwm_duty,'-1122182901 -96311241',gssb_antenna_release,'1094087393 957752872 -1822164905 -817432167',gssb_get_sun,'',com_send_cmd,'1411119235 ',help,'',gssb_antenna_release,'1221918447 703118270 1857060575 571914692',gssb_get_version,'',drp_set_var,'-1368930910 1913135164',gssb_set_burn_config,'-1973051947 632146206 -1275427697 -176110486 -655487474 -1709033358 1521650068',0,7.487018585205078,444020.0,10652.0
gssb_get_uuid,'',eps_hard_reset,'',tm_set_ack,'9367815787648591492 2909427451495462312',gssb_fss_set_config,'-2077243649',drp_test_system_vars,'',tm_send_from,'6372726450869253532 8444479238747868079 15572185934925485632',eps_update_status,'',obc_get_time,'181681356',com_get_config,'_',gssb_get_version,'',0,10.855323791503906,444020.0,10560.0
gssb_set_addr,'-13126536',gssb_get_status,'',gssb_fss_get_temp,'',gssb_fss_get_sun,'',com_reset_wdt,'249219549',eps_get_hk,'',gssb_get_burn_config,'',obc_debug,'576743912',fp_del_cmd_unix,'-322201636',gssb_get_status,'',-6,6.764841556549072,444020.0,10448.0
gssb_commit_addr,'',gssb_burn,'',eps_get_hk,'',obc_update_status,'',com_send_cmd,'-1371416622 Bw9ZP2K}',gssb_get_temp_int,'',gssb_fss_set_config,'-928082046',tm_set_ack,'4930768697033045424 13374611876929141186',help,'',drp_test_system_vars,'',0,10.806753873825073,444020.0,10756.0
init_dummy_sensor,'',gssb_get_temp_int,'',eps_set_heater,'1790081244 1245023392',gssb_unlock_config,'304893722',obc_update_status,'',obc_set_pwm_duty,'-1810865276 1646408783',com_reset_wdt,'-1129132985',gssb_arm_auto,'-422343730',eps_get_hk,'',tm_send_last,'6654941796334325964 1165713942092557782',0,7.393565654754639,444020.0,10896.0
gssb_get_temp,'',obc_get_tle,'',gssb_arm_manual,'1924041878',com_set_config,';%aAOk=2' PDEqn}p$T6',gssb_msp_cal_temp,'897679192 664533289',gssb_get_model,'',obc_reset_wdt,'',gssb_commit_addr,'',fp_del_cmd,'473669577 456614794 -1119061882 -1524411899 -1363600037 2016065270',obc_set_tle,'1131222209 YW]',-6,6.735241889953613,444020.0,10660.0
gssb_antenna_release,'209370337 1523397684 -1372623202 -1844459311',gssb_get_status,'',fp_del_cmd,'1377399142 -301307488 1089393216 -1133424913 877488727 1297733491',gssb_msp_get_temp,'',gssb_scan,'-1860016330 -2061279915',gssb_reset,'',set_state,'9639671412250479766 17213754709183663048 814366780',com_set_node,'466084126',com_debug,'',tm_send_all,'11045990319347547225 16925067601751116947',-11,6.34784460067749,444020.0,10492.0
rw_set_speed,'-550729230 -2062211854',com_get_node,'',tm_send_last,'11071475859851747030 18395087379678397875',com_send_cmd,'-626671896 K7',gssb_antenna_release,'-1181805605 -1692249444 980015746 -1495898657',gssb_unlock_config,'1065579554',com_set_node,'985376522',tm_send_all,'5335426031410970460 2854175980417751370',gssb_get_temp_int,'',com_send_rpt,'820432137 [7AfJ',0,7.4010536670684814,444020.0,10608.0
obc_debug,'412880883',obc_update_status,'',gssb_get_sun,'',obc_get_mem,'',com_get_config,';a',com_update_status,'',gssb_arm_auto,'1102175615',obc_set_pwm_freq,'443684657 140821896435273023183766078098186219397',gssb_msp_cal_temp,'1236823787 1480785866',gssb_fss_commit_config,'',0,7.31558084487915,444020.0,10664.0
gssb_get_temp,'',tm_parse_status,'',tm_get_last,'16363677921848503304',obc_set_pwm_duty,'-425547058 39468725',gssb_get_uuid,'',fp_set_cmd_unix,'776079079 -1067222611 -1657187765 ?m/(WBm w$nHj.',gssb_commit_addr,'',obc_get_mem,'',gssb_antenna_release,'-16421470 -369784351 366591456 1615453831',fp_set_cmd_dt,'-1459491393 -86337999 -1599046580 }>.NU+4 )D@FUJz',-6,6.54396653175354,444020.0,10656.0
init_dummy_sensor,'',com_ping,'237369813',gssb_get_burn_config,'',gssb_update_status,'',drp_clear_gnd_wdt,'',tm_parse_status,'',drp_get_vars,'',obc_update_status,'',gssb_arm_manual,'-64609562',gssb_get_temp_int,'',0,9.407938480377197,444020.0,10688.0
gssb_scan,'734809070 -1263749045',help,'',rw_get_speed,'',com_set_node,'2045695747',init_dummy_sensor,'',rw_get_speed,'',gssb_set_burn_config,'-350389648 1806538357 -1877934370 636649066 -1626171834 1294893878 -1729115425',rw_get_current,'',help,'',gssb_select,'1670654918',0,7.232403755187988,444020.0,10656.0
drp_set_var,'-435594928 -1866614778',drp_test_system_vars,'',com_reset_wdt,'-1078374116',fp_test_params,'-2000464676 p08}3*ie -1744609325',fp_set_cmd_unix,'340586964 -1748400839 1200823253 $j(f~:` KKz',gssb_select,'1199713653',help,'',gssb_commit_addr,'',com_update_status,'',eps_update_status,'',-6,9.923587322235107,444020.0,10580.0
fp_reset,'',com_debug,'',com_send_data,'g:',gssb_fss_commit_config,'',com_ping,'-1323505576',drp_ebf,'1257644674',com_debug,'',com_get_node,'',gssb_fss_commit_config,'',rw_set_speed,'-246761056 -885354441',0,10.501859188079834,444020.0,10752.0
gssb_select,'-1006729075',gssb_get_version,'',fp_show,'',rw_set_speed,'-1757706745 75810183',gssb_get_model,'',gssb_antenna_release,'425234200 -510136630 1691822973 -808633597',gssb_antenna_release,'192383524 -941206275 -622457235 880906420',gssb_select,'1177373993',obc_reset_wdt,'',gssb_fss_set_config,'843115323',0,7.320889234542847,444020.0,10864.0
set_state,'12388936528097017870 14053147237925239372 -22267053',tm_send_status,'-351939872',gssb_get_status,'',gssb_arm_manual,'-1537534185',obc_update_tle,'',help,'',gssb_get_uuid,'',obc_get_tle,'',eps_get_config,'',rw_get_current,'',-6,6.349120378494263,444020.0,10676.0
com_update_status,'',obc_update_status,'',gssb_fss_set_config,'-1437668529',fp_del_cmd_unix,'-720741574',obc_set_pwm_freq,'700314924 327516731305318387786942873456982133502',gssb_antenna_release,'-292331871 2086782394 1339122570 602540213',drp_ebf,'-560049189',gssb_select,'505484644',gssb_fss_get_sun,'',test,"'(4d>zJTtZ""'",-6,6.497866153717041,444020.0,10664.0
gssb_get_burn_config,'',help,'',com_send_tc,'1103163967 ',com_reset_wdt,'-1713955192',gssb_get_status,'',gssb_reset,'',obc_reset_wdt,'',gssb_get_burn_config,'',gssb_get_uuid,'',eps_hard_reset,'',-6,7.315029859542847,444020.0,10616.0
drp_set_deployed,'-1878512955',obc_get_mem,'',obc_get_sensors,'',drp_set_var,'608661346 1931108761',help,'',obc_ident,'',fp_set_cmd,'387984962 -2019066423 655133600 2105649907 1933575165 -141572388 1194521588 -1980294792  BY',help,'',gssb_get_version,'',gssb_get_version,'',-11,6.742664575576782,444020.0,10892.0
drp_set_var,'-1429269043 2012797103',rw_get_current,'',rw_get_speed,'',gssb_burn,'',drp_set_var,'-873324164 1913068131',gssb_get_sun,'',fp_del_cmd_unix,'-1091484247',fp_show,'',obc_ident,'',eps_hard_reset,'',-6,6.793982744216919,444020.0,10584.0
eps_get_hk,'',tm_send_from,'5909016327963798038 11543642739390869904 3827503789297860603',tm_send_last,'12061930133866488297 7121318057687759766',fp_del_cmd,'160932922 1201727623 1329076862 803849542 175854439 -1033449633',tm_send_last,'15270208854311067161 5551104736082638241',com_get_node,'',tm_parse_status,'',gssb_pwr,'417577937 1413889043',tm_get_last,'6066591607320379227',gssb_select,'771158050',-11,6.386717319488525,444020.0,10660.0
com_get_node,'',gssb_update_status,'',gssb_get_temp_int,'',gssb_select,'-2012359650',gssb_get_status,'',com_debug,'',fp_set_cmd_unix,'-8080984 -1677121401 -257551059  _TnEF#',gssb_arm_manual,'87333139',gssb_pwr,'2127669314 1089366408',gssb_get_sun,'',-6,6.66978645324707,444020.0,10912.0
gssb_commit_addr,'',com_send_data,'=~74A<2<_\',fp_set_cmd_unix,'-26199020 -1635247273 544000628  *$r*7r',drp_test_system_vars,'',fp_del_cmd,'-1915590969 1011577042 1588654021 -1932800677 -351782018 -722881267',com_send_data,'|XY@hXw+r',rw_set_speed,'-977167275 -1267578777',gssb_fss_get_sun,'',com_send_tc,"'785521029 {nKr|jo""oT'",gssb_arm_auto,'-1944633617',-11,7.27266263961792,444020.0,10516.0
com_set_config,'1V\^[}$l ',tm_send_last,'15129167703114074231 11110632377426642942',eps_get_hk,'',obc_update_status,'',fp_set_cmd_unix,'-610130505 -1229386350 -2078137223 p'GHd r<%LW',drp_set_var,'-1639598027 -891018078',set_state,'11698206385938894875 16163444122574398789 966032940',gssb_arm_auto,'1252414945',gssb_fss_get_temp,'',obc_get_time,'867192932',-6,6.469736814498901,444020.0,10876.0
gssb_select,'-525479091',gssb_pwr,'1014711293 -1580538320',gssb_pwr,'439799274 1689565691',eps_get_config,'',fp_del_cmd_unix,'-1046338838',eps_set_heater,'2098841566 469460087',gssb_fss_get_temp,'',tm_set_ack,'9004241590052509286 8649438965706870986',gssb_get_burn_config,'',com_get_node,'',-6,6.704260349273682,444020.0,10664.0
eps_get_hk,'',drp_clear_gnd_wdt,'',test,'MY',gssb_unlock_config,'-1108557642',obc_get_time,'1819797802',tm_send_last,'18105235857657441992 12647560159040689086',fp_reset,'',obc_get_mem,'',gssb_fss_set_config,'-667858047',gssb_fss_get_sun,'',0,7.315860271453857,444020.0,10612.0
gssb_get_status,'',tm_get_last,'11430148973400039336',obc_get_tle,'',gssb_commit_addr,'',drp_add_hrs_alive,'1886071954',gssb_pwr,'-1324884229 791112759',gssb_scan,'1901528477 1144324342',rw_get_speed,'',com_set_config,'La}ntGNw w#',obc_get_time,'522150545',0,7.401314735412598,444020.0,10668.0
drp_get_vars,'',gssb_get_temp,'',obc_set_tle,'1086180588 2SD',gssb_get_uuid,'',init_dummy_sensor,'',gssb_update_status,'',eps_hard_reset,'',gssb_get_temp,'',fp_test_params,'36917770 5} 1428039756',obc_get_mem,'',0,7.347435235977173,444020.0,10608.0
gssb_reset,'',com_send_cmd,'1261041640 m'L',gssb_msp_get_temp,'',obc_get_time,'1616772610',fp_show,'',fp_set_cmd,'-1050919155 -2085873017 -828851370 -694963688 -113269800 -108958463 -2028269269 -109384262 1E> v%%8@wv',fp_del_cmd,'-531022150 -1208110158 -504384857 -1683964807 1063745931 -1503017438',gssb_pwr,'2018668522 1310385730',fp_test_params,'89862594 f>pL_i#u$R -711118717',obc_ident,'',-6,7.340533256530762,444020.0,10468.0
gssb_unlock_config,'-1354495718',gssb_get_temp_int,'',com_send_tc,'532103295 gvq(E5',gssb_fss_get_temp,'',com_ping,'824243122',com_send_cmd,'-1607860691 6lprRf9Nz',drp_get_vars,'',drp_get_vars,'',gssb_arm_auto,'834739899',com_ping,'-889678543',-6,7.365175485610962,444020.0,10724.0
drp_set_deployed,'-815176643',obc_reset_wdt,'',gssb_get_status,'',eps_get_config,'',gssb_fss_get_temp,'',drp_test_system_vars,'',com_ping,'-942129744',gssb_get_burn_config,'',set_state,'9400592486022764100 16259467375247434278 -641878419',obc_update_tle,'',0,13.197595596313477,444020.0,10900.0
obc_get_mem,'',gssb_get_temp,'',gssb_scan,'476425188 580521345',drp_get_vars,'',gssb_pwr,'-1460138168 -1271211809',gssb_get_status,'',gssb_msp_get_temp,'',com_reset_wdt,'916163201',tm_set_ack,'10163503641176065073 5458424631294589999',gssb_get_status,'',0,7.4251320362091064,444020.0,10604.0
obc_get_tle,'',gssb_arm_manual,'606059693',eps_update_status,'',tm_send_from,'2938371807681359825 5957476709240346788 16304554650564242071',fp_del_cmd,'277018203 1961659965 962682174 -1824220792 -594187364 1108130747',tm_send_last,'11384814069229774128 11335261028647654450',drp_get_vars,'',obc_update_tle,'',obc_update_status,'',eps_get_hk,'',-11,6.485020875930786,444020.0,10660.0
obc_get_sensors,'',obc_update_tle,'',drp_get_vars,'',obc_update_tle,'',obc_update_status,'',obc_set_pwm_duty,'981925971 15546679',help,'',set_state,'5827717433882223074 9534240098503757126 -242644925',obc_debug,'1543906115',com_debug,'',0,7.233046293258667,444020.0,10892.0
drp_add_hrs_alive,'1722296925',drp_test_system_vars,'',init_dummy_sensor,'',init_dummy_sensor,'',eps_hard_reset,'',obc_debug,'-1921094045',gssb_get_uuid,'',obc_get_mem,'',com_reset_wdt,'192608914',gssb_set_burn_config,'235292102 -102473478 201968407 654679115 1363272263 775009794 177848038',0,10.93886423110962,444020.0,10880.0
gssb_get_status,'',obc_update_status,'',eps_update_status,'',tm_parse_status,'',fp_test_params,'1851056021 rx -580764148',fp_set_cmd_dt,'-717578827 574120693 -296412540 ]aBI!A %2}o',eps_update_status,'',drp_set_deployed,'-974654059',tm_send_all,'9910520371124624987 4342729194086377946',gssb_commit_addr,'',-6,6.518017530441284,444020.0,10900.0
drp_test_system_vars,'',gssb_fss_get_sun,'',gssb_reset,'',tm_send_last,'751306548709162259 13722845410390259136',gssb_msp_cal_temp,'740943210 1090749688',obc_set_pwm_duty,'-1676010273 -1821212579',rw_get_current,'',com_send_tc,"'-1257677096 +f,dN'",fp_reset,'',gssb_get_temp_int,'',-6,11.193415880203247,444020.0,10548.0
obc_set_pwm_freq,'-1122672302 89200239274334102905031659810650112124',drp_clear_gnd_wdt,'',obc_get_sensors,'',com_set_config,'Ro2c@ 78fAr',drp_set_deployed,'-831490385',eps_update_status,'',gssb_get_version,'',fp_reset,'',obc_get_sensors,'',obc_pwm_pwr,'227250058',0,7.408209800720215,444020.0,10644.0
com_send_data,']8K',help,'',init_dummy_sensor,'',drp_get_vars,'',tm_send_status,'-1291892862',com_get_node,'',obc_ident,'',gssb_get_version,'',gssb_antenna_release,'78707370 541734991 -1651197668 -804764454',gssb_fss_set_config,'-1233239202',-6,7.458241939544678,444020.0,10764.0
obc_set_pwm_freq,'1530442122 -212583590142294717581088835681128832289',gssb_burn,'',eps_set_heater,'-908556272 1513501980',gssb_pwr,'-1312929281 -383189178',com_send_cmd,'86860556 k',eps_get_config,'',obc_get_sensors,'',com_get_config,'',obc_ident,'',obc_get_sensors,'',0,7.427473068237305,444020.0,10604.0
gssb_msp_get_temp,'',eps_get_config,'',com_get_config,"',!2#Dq'",eps_hard_reset,'',gssb_fss_commit_config,'',drp_ebf,'135297574',eps_set_heater,'-508848161 -1898559307',init_dummy_sensor,'',com_reset_wdt,'1899477465',com_send_tc,'1173134358 </~',-6,7.8438169956207275,444020.0,10656.0
gssb_reset,'',obc_get_sensors,'',obc_debug,'-70088780',gssb_fss_get_temp,'',gssb_scan,'-1626074653 1468577916',com_set_config,'=h_Rt q/f-ntk>.2',tm_parse_status,'',com_send_data,'j1ej^6',eps_hard_reset,'',obc_get_sensors,'',0,7.736913681030273,444020.0,10880.0
com_debug,'',obc_get_tle,'',tm_send_last,'13567312254200541023 10209611528358590424',gssb_get_model,'',tm_get_last,'10875194295684999661',init_dummy_sensor,'',test,'',com_send_tc,'-1611924375 &',gssb_get_temp,'',obc_update_tle,'',-6,7.651065826416016,444020.0,10872.0
gssb_get_temp,'',obc_pwm_pwr,'1734889045',gssb_get_model,'',com_reset_wdt,'543994741',com_set_node,'-899558219',eps_set_heater,'-573216200 -868098879',drp_get_vars,'',gssb_msp_cal_temp,'508974570 466011893',fp_set_cmd,'-1511541402 1835624170 1727822283 -1308400213 488204146 -675721166 -1804946163 2086277082  #1~',obc_set_pwm_duty,'670087646 414598097',-11,6.884553909301758,444020.0,10772.0
com_send_data,'/2mXx/>-',com_send_rpt,'1242233772 u$;ibWNFQ'',obc_get_time,'-1260142525',obc_prop_tle,'-7773537125271179728',drp_set_deployed,'-352784096',gssb_get_status,'',com_debug,'',com_debug,'',tm_send_all,'6806978730950061929 1879811716094985711',obc_get_time,'1892522254',0,7.369668483734131,444020.0,10544.0
com_set_node,'998321001',eps_get_hk,'',tm_parse_status,'',obc_get_sensors,'',gssb_arm_auto,'-2028215149',gssb_scan,'1273655760 -2011217024',gssb_fss_set_config,'-574004216',obc_get_tle,'',tm_send_status,'-285181828',obc_get_mem,'',-6,7.097883701324463,444020.0,10568.0
tm_set_ack,'1702237451280347224 15453295344200679377',gssb_fss_commit_config,'',test,"'&K%uH,uqo'",gssb_get_version,'',obc_update_status,'',fp_set_cmd_unix,'-1068342527 1101613502 -1622385714  #OPmDB',com_set_config,' >t^#rih',drp_test_system_vars,'',gssb_fss_get_sun,'',com_set_config,'?;b~.b{ [RjSvjw\I',-6,6.513569116592407,444020.0,10736.0
init_dummy_sensor,'',rw_set_speed,'-899331567 1834980308',gssb_burn,'',gssb_scan,'1376133201 -792886082',fp_set_cmd_unix,'-1548925751 829827624 1950625779 Z 2Z2lx&(R',rw_set_speed,'1123936371 -522767640',drp_set_var,'1608132728 2040708498',drp_get_vars,'',tm_send_last,'8403240848768303134 12680409832831868396',com_send_tc,"'-842713320 ,gK=,U'",-6,6.627064228057861,444020.0,10664.0
eps_get_config,'',gssb_scan,'339900100 -729943592',tm_set_ack,'8032850591614280633 4916218552103754445',gssb_set_burn_config,'404509324 773355827 -1868724516 296740193 2082274222 1145497254 1255577886',gssb_fss_commit_config,'',com_ping,'1608145221',gssb_reset,'',init_dummy_sensor,'',tm_send_status,'1094160036',gssb_burn,'',-6,9.585604906082153,444020.0,10624.0
eps_set_heater,'-408669805 -865926043',com_update_status,'',gssb_get_temp_int,'',gssb_set_addr,'587299549',obc_ident,'',init_dummy_sensor,'',gssb_get_uuid,'',gssb_fss_commit_config,'',com_set_config,'x1k Qnzt#z',gssb_get_model,'',0,7.469660043716431,444020.0,10684.0
